offer_id,offer_type,property_type,location_district,location_city,location_area,agency,office_city
Ju6-BxY4Q9v,sale,house,"okres Martin",Blatnica,Blatnica,"Romantické Chalupy, s.r.o.",Bratislava
Ju4_CW18xww,sale,house,"okres Žilina","Paština Závada","Paština Závada","WFG reality, s.r.o.",Žilina
JujfdD-5RPO,sale,house,"okres Ružomberok",Komjatná,Komjatná,"AstonReal s.r.o.","Banská Bystrica"
JuJ5z8J0t7V,sale,house,"okres Žilina",Žilina,Budatín,"MGM reality",Žilina
JuLlnmGgMKV,sale,house,"okres Žilina",Rajec,Rajec,"REAL21 Invest-consult, s.r.o.","Považská Bystrica"
Ju7pKhqP4zK,sale,house,"okres Martin",Sučany,Sučany,"Like Reality s.r.o.","Považská Bystrica"
Juq12PkyNpf,sale,house,"okres Žilina",Višňové,Višňové,"RES GROUP, s.r.o.",Žilina
JuRty8qQQ_7,sale,house,"okres Tvrdošín",Tvrdošín,Tvrdošín,"AstonReal s.r.o.","Banská Bystrica"
Jut7Cik7fcS,sale,house,"okres Bytča",Petrovice,Petrovice,"RS Mansory s.r.o.",Bratislava
Juv0ePbKA7G,sale,house,"okres Dolný Kubín",Kraľovany,Kraľovany,"AstonReal s.r.o.","Banská Bystrica"
JuKz9mvEvI_,sale,house,"okres Liptovský Mikuláš",Važec,Važec,"REALITY TATRY",Levoča
JulKhf0qSVY,sale,house,"okres Žilina",Rajec,Rajec,"Real Estate Group4U","Považská Bystrica"
JunAaEjMO5H,sale,house,"okres Liptovský Mikuláš",Važec,Važec,"DRAŽOBNÍK, s.r.o.",Košice
JuYo9zvFOwy,sale,house,"okres Žilina",Divina,Divina,"TARGETreal s. r. o.",Žilina
JuVJGPaHJOp,sale,house,"okres Čadca",Zákopčie,Zákopčie,"Realitná kancelária RED, s.r.o.",Žilina
JuqydMjWuh4,sale,house,"okres Žilina",Lysica,Lysica,"TARGETreal s. r. o.",Žilina
JunkMQWQbHn,sale,house,"okres Žilina",Žilina,Bánová,"TUreality s.r.o.",Žilina
JuoBv0wotbR,sale,house,"okres Martin",Martin,Ľadoveň,"Realitné kancelárie SR",Bratislava
JuM-6ImZqgg,sale,house,"okres Čadca",Čadca,Centrum,"HOLESTIAK.sk reality s.r.o.",Čadca
Jup9Yn-xSxK,sale,house,"okres Žilina",Bitarová,Bitarová,"MGM reality",Žilina
Juu1RPAQAYx,sale,house,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","ADOMOS REAL s.r.o.",Košice
JuB8tqpRaSl,sale,house,"okres Ružomberok",Ružomberok,"Pod Skalami","RE/MAX Slovakia",Bratislava
Ju4OltTKR0f,sale,house,"okres Žilina",Žilina,Bánová,"Realitné kancelárie SR",Bratislava
Juu2Y87Z-DK,sale,house,"okres Čadca",Skalité,Skalité,"TUreality s.r.o.",Žilina
JupTefFT3SIq,sale,house,"okres Turčianske Teplice","Turčianske Teplice",NULL,"Romantické Chalupy, s.r.o.",Bratislava
JuAxm4BTAPE,sale,house,"okres Čadca",Turzovka,NULL,"BeMi realitná kancelária",Nitra
JuTmTC_fKnC,sale,"holiday apartment","okres Dolný Kubín","Dolný Kubín","Kubínska hoľa","YNI reality",Žilina
JukEQsAHFmW,sale,house,"okres Turčianske Teplice",Budiš,Budiš,"B10 Slovensko, a. s.",Žilina
JuIfd2KOAqJ,rent,house,"okres Žilina","Dolný Hričov","Dolný Hričov","Realitné kancelárie SR",Bratislava
Juq41p0QoVh,sale,house,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","Realitná kancelária",Bratislava
JuE5s_J_0mm,sale,house,"okres Čadca",Klokočov,Klokočov,"BeMi realitná kancelária",Nitra
JuI2CpNT1P5,sale,house,"okres Žilina",Varín,Varín,"Vianema s.r.o.",Bratislava
JumgmN6Y0Rr,sale,house,"okres Turčianske Teplice",Sklené,Sklené,"Realitná kancelária",Bratislava
Ju9JGGI9iqn,sale,house,"okres Žilina",Stránske,Stránske,"RS Mansory s.r.o.",Bratislava
JuMiWG_Bjr-,sale,house,"okres Žilina",Varín,Varín,"Safe reality s. r. o.",Žilina
JuoozgHS-2r,sale,house,"okres Čadca",Čadca,"U Hluška","B10 Slovensko, a. s.",Žilina
Juzaery-uaM,sale,house,"okres Martin",Martin,Tomčany,"Buby reality, s.r.o.",Žilina
JuJSekEM4oc,sale,house,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače","Apollo House",Bratislava
Jub5SX0zXuB,sale,house,"okres Žilina",Divina,Divina,"Realitné kancelárie SR",Bratislava
JubJO0qS-zH,sale,house,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,jabyvam.sk,"Liptovský Mikuláš"
JueA1N-Ntfj,sale,house,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuHtgn-PdTN,sale,house,"okres Martin","Turčianske Kľačany","Turčianske Kľačany","TUreality s.r.o.",Žilina
Jub25_ejcJA,sale,house,"okres Čadca",Oščadnica,Oščadnica,"Nestor Capital s.r.o.",Bratislava
JuvMlRWqyJoo,sale,house,"okres Kysucké Nové Mesto",Nesluša,Nesluša,"MGM reality",Žilina
JuImMdEmrRE,sale,house,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","BV REAL PD, s.r.o.",Prievidza
JuzSO8DcIjL,sale,house,"okres Martin",Diaková,Diaková,"Reality Simply",Martin
JuT-mCUWMWu,sale,house,"okres Liptovský Mikuláš",Bobrovník,Bobrovník,liptoreal,"Liptovský Mikuláš"
Ju14mSBpDUx,sale,house,"okres Čadca",Oščadnica,Oščadnica,"HOLESTIAK.sk reality s.r.o.",Čadca
Ju9vhNLIhpv,sale,house,"okres Žilina",Žilina,"Staré mesto","Realitná kancelária DOM",Žilina
Ju07wpce3-e,sale,house,"okres Ružomberok",Turík,Turík,"Romantické Chalupy, s.r.o.",Bratislava
JuiIP6qTDBs,sale,house,"okres Liptovský Mikuláš",Vlachy,Vlachy,"OVERENÉ REALITY","Banská Bystrica"
JuWA9aOrYrn,sale,house,"okres Martin",Žabokreky,Žabokreky,"ALT REAL, s.r.o.",Martin
JuTaKGvu-_W,sale,house,"okres Bytča",Štiavnik,Štiavnik,"Romantické Chalupy, s.r.o.",Bratislava
Juolbg2gxyQ,sale,house,"okres Liptovský Mikuláš",Ižipovce,Ižipovce,"RE/MAX Slovakia",Bratislava
JuOzMZP3NXD,sale,house,"okres Čadca","Krásno nad Kysucou",Kalinov,"1. Reality Rent, s.r.o.",Žilina
Ju0_zNn7daF,sale,house,"okres Liptovský Mikuláš",Pribylina,Pribylina,"Direct Real, spol. s r.o.",Bratislava
JuhiXx9KEAl,sale,house,"okres Dolný Kubín","Dolný Kubín",Medzihradné,"Reality BL, s.r.o.","Kysucké Nové Mesto"
JuXifi6XaeN,sale,house,"okres Žilina",Žilina,Závodie,NULL,NULL
JuD_VuWF7qU,sale,house,"okres Dolný Kubín",Istebné,Istebné,"RK Dalmia s. r. o.","Dolný Kubín"
Ju7FT7K1T9V,sale,house,"okres Žilina",Svederník,Svederník,"Reality IQ, s.r.o.",Žilina
Ju1tEs_gT7e,sale,house,"okres Žilina",Gbeľany,Gbeľany,"1. Reality Rent, s.r.o.",Žilina
JufiwULhgJw,sale,house,"okres Martin",Šútovo,Šútovo,"Real Reality Development s.r.o.",Martin
JujDi-L-0hf,sale,house,"okres Čadca",Olešná,Olešná,"RE/MAX Slovakia",Bratislava
JuWVZLxkLMK,sale,house,"okres Ružomberok",Ružomberok,Hrabovo,"Reality Alpia",Martin
JuUrENnUrd4,sale,house,"okres Martin","Turčiansky Peter","Turčiansky Peter","Reality Center, s.r.o.",Martin
JuKIEskdsEp,sale,house,"okres Žilina",Bitarová,Bitarová,"Real Estate Group4U","Považská Bystrica"
JuRBO1iDcGe,sale,house,"okres Martin",Sučany,Sučany,"Felicita Real s. r. o.",Martin
JuMud2YGw9_,sale,house,"okres Ružomberok",Likavka,Likavka,NULL,NULL
JuipKl1rZoI,sale,house,"okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou",NULL,NULL
JuzawK4H-li,sale,house,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov","BR ACADEMY, s. r. o.","Kysucké Nové Mesto"
Ju6l6A2iskM,sale,house,"okres Žilina",Svederník,Svederník,"BeMi realitná kancelária",Nitra
JuiNBbsX-1P,rent,house,"okres Žilina",Žilina,Bytčica,"RIEŠIME BÝVANIE",Bratislava
JuIGCsa_wh0,sale,house,"okres Martin",Blatnica,Blatnica,"Buby reality, s.r.o.",Žilina
JunwM7MkcDW,sale,house,"okres Žilina",Žilina,Závodie,"Realitné kancelárie SR",Bratislava
JuCbUaiZ-t8,sale,house,"okres Čadca",Skalité,Skalité,"HOLESTIAK.sk reality s.r.o.",Čadca
JuPBoWiotP6,sale,house,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","RIEŠIME BÝVANIE",Bratislava
Ju39TpZdQum,sale,house,"okres Žilina",Mojš,Mojš,NULL,NULL
Juc86BqO6w7,sale,house,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuGKJDezGKy,sale,house,"okres Žilina",Terchová,Terchová,"RS Mansory s.r.o.",Bratislava
JuyVW5GYHzb,sale,house,"okres Žilina",Lysica,Lysica,"YFE, s.r.o.",Žilina
JufXd7f876u,sale,house,"okres Žilina",Žilina,Bánová,"RIEŠIME BÝVANIE",Bratislava
JuvDMV343M4,sale,house,"okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuGGmyAKTE2V,sale,house,"okres Martin",Vrícko,Vrícko,"Realitné kancelárie SR",Bratislava
JunqWaLvLjb,sale,house,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","NajBývanie, s.r.o.",Ružomberok
JufxA_4siD5,sale,house,"okres Námestovo",Námestovo,"Slanická Osada","GRAVITAS a. s.",Bratislava
JuNEJj6Bobe,sale,house,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,"New Ways Reality&Financie",Poprad
Ju7GkmUpk7w,sale,house,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna","NajBývanie, s.r.o.",Ružomberok
JueqFSdFlNV,sale,house,"okres Námestovo",Hruštín,Hruštín,"OREA, s.r.o.","Dolný Kubín"
Ju5uqi4FeNX,sale,house,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján","HALO reality, s.r.o.",Prievidza
JuugYuyjxCy,sale,house,"okres Čadca",Raková,Raková,NajlepšíMakléri.sk,Bratislava
JuENmSVbf52,sale,house,"okres Žilina",Rosina,Rosina,"Reality Alpia",Martin
JuSDor_pBw9,sale,house,"okres Martin",Slovany,Slovany,"Buby reality, s.r.o.",Žilina
JuEl9XITon-,sale,house,"okres Turčianske Teplice",Rudno,Rudno,"Romantické Chalupy, s.r.o.",Bratislava
JuQ4i8mNwlL,sale,house,"okres Bytča",Kotešová,Kotešová,"TARGETreal s. r. o.",Žilina
Ju3IlwS0uHk,sale,house,"okres Žilina",NULL,NULL,"DreamReality s.r.o.",Žilina
JurqmynKY4o,sale,house,"okres Dolný Kubín","Oravský Podzámok","Oravský Podzámok","RE/MAX Slovakia",Bratislava
JuhsSA9jVzs,sale,house,"okres Martin","Turčianske Kľačany","Turčianske Kľačany","B10 Slovensko, a. s.",Žilina
JuvA9DjdPST,sale,house,"okres Ružomberok",Lisková,Lisková,"ALT REAL, s.r.o.",Martin
JuXVSVVWVLI,sale,house,"okres Liptovský Mikuláš",Dúbrava,Dúbrava,"Romantické Chalupy, s.r.o.",Bratislava
JuETUDXgsIk,sale,house,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom","Piata Avenue",Žilina
JuYGxQztZEP,sale,house,"okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany",NULL,NULL
Juv2ewXXJKK,sale,house,"okres Martin",Vrútky,"Karvaša a Bláhovca","TARGETreal s. r. o.",Žilina
Juy6D0BMpPr,sale,house,"okres Martin",Belá-Dulice,Belá-Dulice,"Reality Center, s.r.o.",Martin
JuRvLvEuC6c,sale,house,"okres Čadca",Turzovka,NULL,"SLNOVRAT, s.r.o.",Olešná
JuwhHVVh05e,sale,house,"okres Liptovský Mikuláš",Gôtovany,Gôtovany,"Direct Real, spol. s r.o.",Bratislava
JubBBZpieJ3,sale,house,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","Romantické Chalupy, s.r.o.",Bratislava
JupqlbF43-v,sale,house,"okres Bytča","Veľké Rovné","Veľké Rovné","StorkReal s. r. o.","Rajecká Lesná"
JuqhO5GsZ4W,sale,house,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","Realitné kancelárie SR",Bratislava
Juc74a1hN-t,sale,house,"okres Žilina",Mojš,Mojš,NULL,NULL
JuZgj6k1S7C,sale,house,"okres Martin",Martin,Stráne,"TARGETreal s. r. o.",Žilina
JuvbGiTBrMG,sale,house,"okres Liptovský Mikuláš",Lazisko,Lazisko,"New Ways Reality&Financie",Poprad
JutexiRTg9m,sale,house,"okres Martin",Martin,Stred,"RS Mansory s.r.o.",Bratislava
Ju6pNzkI7kN,sale,house,"okres Martin",Martin,Stráne,"Reality Alpia",Martin
JuIyY_wrQVH,sale,house,"okres Bytča",Bytča,"Veľká Bytča","WFG reality, s.r.o.",Žilina
JuhQKNPNiRq,sale,house,"okres Žilina","Rajecké Teplice","Rajecké Teplice","AnoReal, s.r.o.",Stráňavy
JuSh2BSeYCy,sale,house,"okres Čadca",Podvysoká,Podvysoká,"BeMi realitná kancelária",Nitra
Jua80WPKb_h,sale,house,"okres Liptovský Mikuláš","Liptovský Hrádok","Nižné Fabriky","LICITOR group, a.s.",Žilina
JuWDHMTcRk5,sale,house,"okres Čadca",Klokočov,Klokočov,"Nové bývanie",Nitra
JuXLOLWve3w,sale,house,"okres Martin",Martin,Stráne,"Realitná kancelária",Bratislava
JuQ6y__HQN4,sale,house,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","LIF REAL",Martin
JuXlTElDSTb,sale,house,"okres Žilina",Žilina,Závodie,"DreamReality s.r.o.",Žilina
JuL5-OdofNk,sale,house,"okres Žilina",Terchová,Terchová,"RAJA, spol. s r.o.","Svätý Jur"
JudAAa45gzT,sale,house,"okres Martin",Martin,Jahodníky,"B10 Slovensko, a. s.",Žilina
JuptIY7K5YK,sale,house,"okres Čadca",Turzovka,Predmier,"Reality Alpia",Martin
JuMof2f50da,sale,house,"okres Žilina",Žilina,"Považský Chlmec","Reality IQ, s.r.o.",Žilina
JunBZ5UZ987,sale,house,"okres Čadca",Klokočov,Klokočov,"Realitné kancelárie SR",Bratislava
JuZgBXj7DfA,sale,house,"okres Liptovský Mikuláš",Bobrovec,Bobrovec,"RE/MAX Slovakia",Bratislava
Ju5BwjQ6s7y,sale,house,"okres Čadca",Čierne,Čierne,"SLNOVRAT, s.r.o.",Olešná
JuQab_JUcgQ,rent,house,"okres Martin",Vrútky,"Karvaša a Bláhovca","Reality ASTORIA, s.r.o.",Martin
JuEB6osELcj,sale,house,"okres Turčianske Teplice",Sklené,Sklené,"Romantické Chalupy, s.r.o.",Bratislava
Ju34HqZzlYZ,sale,house,"okres Žilina",Terchová,Terchová,"Realitná kancelária RED, s.r.o.",Žilina
Ju_JIspGy8j,sale,house,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",jabyvam.sk,"Liptovský Mikuláš"
JuwY9aBM81x,sale,house,"okres Martin",Vrútky,"Dolné Vrútky","Like Reality s.r.o.","Považská Bystrica"
Ju6FkAOvz_r,sale,house,"okres Liptovský Mikuláš","Liptovský Mikuláš",Okoličné,"AstonReal s.r.o.","Banská Bystrica"
Ju8bN6JmGCo,sale,house,"okres Martin",Martin,Ľadoveň,"Reality ASTORIA, s.r.o.",Martin
Juq7eJIJyLK,sale,house,"okres Námestovo",Klin,Klin,NULL,NULL
JuF5wwqoPt-,sale,house,"okres Ružomberok","Liptovská Osada","Liptovská Osada","Romantické Chalupy, s.r.o.",Bratislava
JuXBeZX2j2W,sale,house,"okres Martin",Sučany,Sučany,"JKV REAL",Prievidza
JuRB3GLBQlr,sale,house,"okres Žilina",Rajec,Rajec,"TUreality s.r.o.",Žilina
JulDvECm5wW,sale,house,"okres Žilina",Žilina,"Považský Chlmec","RIEŠIME BÝVANIE",Bratislava
JuWpbcAmhWj,sale,house,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","Realitné kancelárie SR",Bratislava
JutdauUbuYB,sale,house,"okres Žilina",Mojš,Mojš,"OREA, s.r.o.","Dolný Kubín"
JuKt4j2XFxX,sale,house,"okres Liptovský Mikuláš",Dúbrava,Dúbrava,"Reality Alpia",Martin
JuTM2PfA7TL,sale,house,"okres Žilina",Bitarová,Bitarová,"TUreality s.r.o.",Žilina
JuHuCArgKgQ,sale,house,"okres Námestovo",Zubrohlava,Zubrohlava,"RE/MAX Slovakia",Bratislava
JuLlb3Y20Mb,sale,house,"okres Námestovo",Zubrohlava,Zubrohlava,"BeMi realitná kancelária",Nitra
Jusa__2WO0Z,sale,house,"okres Ružomberok","Liptovské Revúce","Liptovské Revúce","XEMAR realitná spoločnosť s.r.o.","Banská Bystrica"
JujyaTVjwhA,sale,house,"okres Námestovo",Námestovo,Stred,NULL,NULL
Jucbi7PZEnm,sale,house,"okres Čadca",Klokočov,Klokočov,"1. Reality Rent, s.r.o.",Žilina
JuM1C8fcu8K,sale,house,"okres Ružomberok",Ružomberok,NULL,"TUreality s.r.o.",Žilina
Ju-vY43kOSm,sale,house,"okres Čadca",Klokočov,Klokočov,"1. Reality Rent, s.r.o.",Žilina
Ju6dKyzXet6,sale,house,"okres Žilina",Žilina,Strážov,"ŽILINAREAL, s.r.o.",Žilina
JudnXD8m-sc,sale,house,"okres Martin",Martin,Priekopa,"ROMDOM, s. r. o",Žilina
Ju6vI9Ongqb,sale,house,"okres Čadca",Klokočov,Klokočov,"YNI reality",Žilina
JuSGs9I7N10c,sale,house,"okres Turčianske Teplice",Čremošné,Čremošné,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuQQeemtPlQ,sale,house,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","TUreality s.r.o.",Žilina
JuN0fpmLbue,sale,house,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","Pegas real s.r.o.",Bratislava
Juc14yxwCWy,sale,house,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,"ARBIZ real estate & finance s. r. o.",Ružomberok
JuA6unfH09z,sale,house,"okres Martin",Martin,Stráne,"Reality ASTORIA, s.r.o.",Martin
JuRRi65QQer,rent,house,"okres Čadca",Čierne,Čierne,"Realitné kancelárie SR",Bratislava
JuoL9EBWGdw,sale,house,"okres Žilina",Podhorie,Podhorie,"WFG reality, s.r.o.",Žilina
Jus49Ig9CXx,sale,house,"okres Čadca",Čadca,Milošová,"JPE. Reality - Jozef Pajer",Čadca
JuT-lYDfSlr,sale,house,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače","Apollo House",Bratislava
JuTsKQYVo81,sale,house,"okres Liptovský Mikuláš","Liptovský Mikuláš",Bodice,"bezmaklérov, s.r.o.",Žilina
JuvJClErKby,sale,house,"okres Kysucké Nové Mesto",Rudina,Rudina,"WFG reality, s.r.o.",Žilina
JuImgMwAlae,sale,house,"okres Žilina",Bitarová,Bitarová,"MGM reality",Žilina
Junjv5ltBRp,sale,house,"okres Turčianske Teplice",Sklené,Sklené,"Realitná kancelária",Bratislava
JuJRg0E5VNn,sale,house,"okres Martin",Valča,Valča,"ALT REAL, s.r.o.",Martin
Ju_7upNwBrj,sale,house,"okres Dolný Kubín",Malatiná,Malatiná,"RK Dalmia s. r. o.","Dolný Kubín"
Juyma4ypNNK,sale,house,"okres Turčianske Teplice","Turčianske Teplice",Diviaky,"Reality MT s.r.o.",Martin
Ju21sNa5df6,sale,house,"okres Martin",Belá-Dulice,Belá-Dulice,"Buby reality, s.r.o.",Žilina
JueQzTcIDeQ,sale,house,"okres Ružomberok",Ružomberok,Baničné,"FISCHER & PARTNERS, s.r.o.",Ružomberok
JuWFwDq9Hos,sale,house,"okres Ružomberok",Likavka,Likavka,"AstonReal s.r.o.","Banská Bystrica"
Juw-gEYpFG_,sale,house,"okres Čadca",Čadca,Milošová,"SLNOVRAT, s.r.o.",Olešná
Ju3_GjYaBPA,sale,house,"okres Čadca",Čadca,Centrum,"MENÍME BÝVANIE",Čadca
JufgKb9FR3J,sale,house,"okres Ružomberok",Ludrová,Ludrová,"Romantické Chalupy, s.r.o.",Bratislava
JunNJzhFnyu,sale,house,"okres Čadca",Čierne,Čierne,Reality+,Žilina
Juk_6IbuVg4,sale,house,"okres Kysucké Nové Mesto",Nesluša,Nesluša,"MGM reality",Žilina
JuzURL47734,sale,house,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","Direct Real, spol. s r.o.",Bratislava
Juhv-0ib6ND,sale,house,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JulUfy26PQZ,sale,house,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba","Direct Real, spol. s r.o.",Bratislava
JuFy8odNEYG,sale,house,"okres Ružomberok",Ludrová,Ludrová,"Reality Alpia",Martin
JuzPTGI_Ub6,sale,house,"okres Žilina","Dlhé Pole","Dlhé Pole","Realitná kancelária DOM",Žilina
JubVNOBehQJp,sale,house,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","ŽILINAREAL, s.r.o.",Žilina
JujihkczWnc,sale,house,"okres Čadca",Raková,Raková,"Wealth Group, s.r.o.","Nová Dedinka"
Ju5HL9HCWYK,sale,house,"okres Liptovský Mikuláš",Podtureň,Podtureň,"TUreality s.r.o.",Žilina
JuTAR5A7Hvk,sale,house,"okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
Juk8YxA4P9Q,sale,house,"okres Tvrdošín",Zábiedovo,Zábiedovo,"VICTORY REALITY Residence s. r. o.","Banská Bystrica"
JuH7gFUPY7f,sale,house,"okres Žilina",Gbeľany,Gbeľany,"RIEŠIME BÝVANIE",Bratislava
JuVQBJSx5aQ,sale,house,"okres Martin",Vrútky,"Karvaša a Bláhovca","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuHEeYDAKYc,sale,house,"okres Čadca",Zákopčie,Zákopčie,"Ing. Marcela Pišteková",Turzovka
Ju4LHbtx5iy,sale,house,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","U9, a.s.",Bratislava
Ju818YWB7Et,sale,house,"okres Martin",Valča,Valča,"Reality AK, spol. s r.o.",Martin
JuvprX5EDq1,sale,house,"okres Ružomberok",Likavka,Likavka,"OREA, s.r.o.","Dolný Kubín"
Ju769ToQ74D,sale,house,"okres Žilina",Žilina,"Žilinská Lehota","DRR INVEST, s. r. o.","Horný Hričov"
JuOV-FJAPLW,sale,house,"okres Martin","Turčiansky Peter","Turčiansky Peter","Piata Avenue",Žilina
Ju4ivccKHTO,sale,house,"okres Kysucké Nové Mesto","Kysucké Nové Mesto","Budatínska Lehota","BeMi realitná kancelária",Nitra
Juygw_dFMSa,sale,house,"okres Žilina",Žilina,"Malá Praha","RES GROUP, s.r.o.",Žilina
Ju_VPyRRw8c,sale,house,"okres Čadca",Klokočov,Klokočov,"Romantické Chalupy, s.r.o.",Bratislava
JuD_agZTj5g,sale,house,"okres Námestovo","Oravské Veselé","Oravské Veselé","Nové bývanie",Nitra
JuEyQXVJHfz,sale,house,"okres Žilina","Rajecké Teplice","Rajecké Teplice","JKV REAL",Prievidza
Juady9vqBv8,sale,house,"okres Čadca",Klokočov,Klokočov,"Ing. Marcela Pišteková",Turzovka
Juj0QibLMWk,sale,house,"okres Čadca","Krásno nad Kysucou",Stred,"JPE. Reality - Jozef Pajer",Čadca
Ju3T5ymjwHh,sale,house,"okres Martin",Vrútky,"Dolné Vrútky","Realitná kancelária",Bratislava
Ju-s0a69uoP,sale,house,"okres Žilina",Rajec,Rajec,NULL,NULL
Jua9bDzVCPy,sale,house,"okres Ružomberok",Lisková,Lisková,"RE/MAX Slovakia",Bratislava
Ju4sn1YIbXo,sale,house,"okres Námestovo",Vavrečka,Vavrečka,NULL,NULL
JuUAzZ1DM53h,sale,house,"okres Martin",Martin,Stred,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuVWSdPVacq,sale,house,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,"RE/MAX Slovakia",Bratislava
JuoeXyKL-xw,sale,house,"okres Martin",Martin,"Kolónia Hviezda","TB Real, spol. s r.o.",Košice
JuU-CdEC7dE,sale,house,"okres Čadca",Svrčinovec,Svrčinovec,"1. Reality Rent, s.r.o.",Žilina
JuyjJhU57Ie,sale,house,"okres Martin",Dražkovce,Dražkovce,"B10 Slovensko, a. s.",Žilina
JuUOF1Y8GRc,sale,house,"okres Ružomberok",Martinček,Martinček,"TUreality s.r.o.",Žilina
JuS_jt578hW,sale,house,"okres Žilina",Strečno,Strečno,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuTtMGChCvj,sale,house,"okres Ružomberok",Ivachnová,Ivachnová,"TUreality s.r.o.",Žilina
JubSMkcIUwQ,sale,house,"okres Žilina",Terchová,Terchová,"Piata Avenue",Žilina
JuUPsxDPB3P,sale,house,"okres Dolný Kubín",Pribiš,Pribiš,"LICITOR group, a.s.",Žilina
JuNSm4v7OPl,sale,house,"okres Čadca","Stará Bystrica","Stará Bystrica","BeMi realitná kancelária",Nitra
Ju85rN2RkNp,sale,house,"okres Žilina",Žilina,Bôrik,"ŽILINAREAL, s.r.o.",Žilina
JuGV2Mc53Dd,sale,house,"okres Námestovo",Ťapešovo,Ťapešovo,"RE/MAX Slovakia",Bratislava
Ju_8_vlnZwY,sale,house,"okres Ružomberok",Ružomberok,"Biely Potok","IVANING, s. r. o.",Ružomberok
JulClHeflP9,sale,house,"okres Žilina","Lietavská Lúčka","Lietavská Lúčka","Babony TRE s.r.o.",Bratislava
JuQiG2ih2SK,sale,house,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"HALO reality, s.r.o.",Prievidza
JugmUi1YrCL,sale,house,"okres Turčianske Teplice",Jasenovo,Jasenovo,NULL,NULL
JuAUegGsDW_,sale,house,"okres Turčianske Teplice",Turček,Turček,"TARGETreal s. r. o.",Žilina
