location_district,location_area,agency,count,rank_no
"okres Turčianske Teplice",Stred,"Direct Real, spol. s r.o.",1,12
"okres Turčianske Teplice",Turček,"XEMAR realitná spoločnosť s.r.o.",2,1
"okres Turčianske Teplice",Turček,"Reality Alpia",1,2
"okres Turčianske Teplice",Turček,"RECLOUD Reality a.s.",1,3
"okres Turčianske Teplice",Turček,"REALITY FAIR",1,4
"okres Turčianske Teplice",Turček,"Reality AK, spol. s r.o.",1,5
"okres Turčianske Teplice",Turček,"TARGETreal s. r. o.",1,6
"okres Turčianske Teplice",Turček,"HALO reality, s.r.o.",1,7
"okres Turčianske Teplice",Turček,"BV REAL PD, s.r.o.",1,8
"okres Turčianske Teplice",Turček,"Ing.Tomáš Hudák",1,9
"okres Turčianske Teplice","Turčiansky Michal","Reality Center, s.r.o.",2,1
"okres Turčianske Teplice","Turčiansky Michal","Reality MT s.r.o.",2,2
"okres Turčianske Teplice","Turčiansky Michal","Realitné kancelárie SR",1,3
"okres Turčianske Teplice","Turčiansky Michal","Reality Simply",1,4
"okres Turčianske Teplice","Turčiansky Michal","Reality Alpia",1,5
"okres Turčianske Teplice","Turčiansky Michal","Ing.Zuzana Paverová",1,6
"okres Tvrdošín",Habovka,"Realitné kancelárie SR",2,1
"okres Tvrdošín",Liesek,"BeMi realitná kancelária",1,1
"okres Tvrdošín",Medvedzie,"TUreality s.r.o.",4,1
"okres Tvrdošín",Medvedzie,"Vianema s.r.o.",2,2
"okres Tvrdošín",Medvedzie,"RE/MAX Slovakia",1,3
"okres Tvrdošín",Nižná,"RK Dalmia s. r. o.",2,1
"okres Tvrdošín",Nižná,"Realitné kancelárie SR",1,2
"okres Tvrdošín",Nižná,"KORIJKOV & AGENTS",1,3
"okres Tvrdošín",Nižná,"RE/MAX Slovakia",1,4
"okres Tvrdošín",Nižná,"RIEŠIME BÝVANIE",1,5
"okres Tvrdošín",Nižná,"TUreality s.r.o.",1,6
"okres Tvrdošín",Nižná,"HD reality group s.r.o",1,7
"okres Tvrdošín",Nižná,"Vianema s.r.o.",1,8
"okres Tvrdošín",Podbiel,"RIEŠIME BÝVANIE",1,1
"okres Tvrdošín",Podbiel,"Romantické Chalupy, s.r.o.",1,2
"okres Tvrdošín",Trstená,"RK SPIRIT s.r.o.",3,1
"okres Tvrdošín",Trstená,"HD reality group s.r.o",1,2
"okres Tvrdošín",Trstená,"BeMi realitná kancelária",1,3
"okres Tvrdošín",Tvrdošín,"AstonReal s.r.o.",1,1
"okres Tvrdošín",Vitanová,"B10 Slovensko, a. s.",1,1
"okres Tvrdošín",Vitanová,"OREA, s.r.o.",1,2
"okres Tvrdošín",Zábiedovo,"TUreality s.r.o.",1,1
"okres Tvrdošín",Zábiedovo,"VICTORY REALITY Residence s. r. o.",1,2
"okres Tvrdošín",Zuberec,"OREA, s.r.o.",2,1
"okres Žilina",Bánová,"Realitné kancelárie SR",1,1
"okres Žilina",Bánová,"RIEŠIME BÝVANIE",1,2
"okres Žilina",Bánová,"PRIMA reality s.r.o.",1,3
"okres Žilina",Bánová,"TUreality s.r.o.",1,4
"okres Žilina",Bánová,"Ing. Gerlinda Bérešová - Esti",1,5
"okres Žilina",Bánová,"Wealth Group, s.r.o.",1,6
"okres Žilina",Belá,"TUreality s.r.o.",1,1
"okres Žilina",Bitarová,"MGM reality",5,1
"okres Žilina",Bitarová,"Real Estate Group4U",4,2
"okres Žilina",Bitarová,"ŽILINAREAL, s.r.o.",3,3
"okres Žilina",Bitarová,"RS Mansory s.r.o.",2,4
"okres Žilina",Bitarová,"Realitná kancelária RED, s.r.o.",2,5
"okres Žilina",Bitarová,"TOCA, s.r.o. Realitná činnosť",2,6
"okres Žilina",Bitarová,"Mamud Reality s. r. o.",2,7
"okres Žilina",Bitarová,"Realitka pre každého",2,8
"okres Žilina",Bitarová,"BeMi realitná kancelária",2,9
"okres Žilina",Bitarová,"Safe reality s. r. o.",2,10
"okres Žilina",Bitarová,"X-REAL, s. r. o.",1,11
"okres Žilina",Bitarová,"Realitná kancelária",1,12
"okres Žilina",Bitarová,"Realitné kancelárie SR",1,13
"okres Žilina",Bitarová,"Direct Real, spol. s r.o.",1,14
"okres Žilina",Bitarová,"TUreality s.r.o.",1,15
"okres Žilina",Bitarová,"Bosen Group s.r.o.",1,16
"okres Žilina",Bitarová,"Gro & Partners",1,17
"okres Žilina",Bôrik,"MGM reality",5,1
"okres Žilina",Bôrik,"Realitná kancelária RED, s.r.o.",3,2
"okres Žilina",Bôrik,"Renovo Reality",2,3
"okres Žilina",Bôrik,"RIEŠIME BÝVANIE",2,4
"okres Žilina",Bôrik,"ŽILINAREAL, s.r.o.",2,5
"okres Žilina",Bôrik,"DreamReality s.r.o.",2,6
"okres Žilina",Bôrik,"TUreality s.r.o.",2,7
"okres Žilina",Bôrik,"ATP stavby s.r.o.",1,8
"okres Žilina",Bôrik,"MENS s. r. o.",1,9
"okres Žilina",Bôrik,"1. Reality Rent, s.r.o.",1,10
"okres Žilina",Bôrik,"Gro & Partners",1,11
"okres Žilina",Bôrik,"Buby reality, s.r.o.",1,12
"okres Žilina",Bôrik,"RES GROUP, s.r.o.",1,13
"okres Žilina",Bôrik,"ROMDOM, s. r. o",1,14
"okres Žilina",Bôrik,"Realitná kancelária",1,15
"okres Žilina",Bôrik,"WFG reality, s.r.o.",1,16
"okres Žilina",Bôrik,"Realitné kancelárie SR",1,17
"okres Žilina",Brezany,"TARGETreal s. r. o.",2,1
"okres Žilina",Brezany,"ŽILINAREAL, s.r.o.",1,2
"okres Žilina",Brezany,"Effecting s.r.o.",1,3
"okres Žilina",Brodno,"MGM reality",1,1
"okres Žilina",Brodno,"Realitná kancelária",1,2
"okres Žilina",Brodno,"YNI reality",1,3
"okres Žilina",Brodno,"Realitná kancelária RED, s.r.o.",1,4
"okres Žilina",Brodno,"DreamReality s.r.o.",1,5
"okres Žilina",Budatín,"Real Estate Group4U",5,1
"okres Žilina",Budatín,"WFG reality, s.r.o.",3,2
"okres Žilina",Budatín,"ŽILINAREAL, s.r.o.",2,3
"okres Žilina",Budatín,"Realitné kancelárie SR",2,4
"okres Žilina",Budatín,"MGM reality",2,5
"okres Žilina",Budatín,"Allrisk Slovakia Reality & Financie, s.r.o.",1,6
"okres Žilina",Budatín,"R2 SK, s.r.o.",1,7
"okres Žilina",Budatín,"Georgi Conev",1,8
"okres Žilina",Budatín,"B10 Slovensko, a. s.",1,9
"okres Žilina",Budatín,"X-REAL, s. r. o.",1,10
"okres Žilina",Budatín,"Realitná kancelária RED, s.r.o.",1,11
"okres Žilina",Budatín,"DRR INVEST, s. r. o.",1,12
"okres Žilina",Budatín,"Reality Alpia",1,13
"okres Žilina",Budatín,"RS Mansory s.r.o.",1,14
"okres Žilina",Budatín,"EASY centrum bývania, s.r.o.",1,15
"okres Žilina",Budatín,"RIEŠIME BÝVANIE",1,16
"okres Žilina",Bytčica,"Realitná kancelária RED, s.r.o.",9,1
"okres Žilina",Bytčica,"BALAŽI REAL ESTATE s.r.o.",1,2
"okres Žilina",Bytčica,"ADH-REAL s.r.o. Hirjaková Adriana",1,3
"okres Žilina",Bytčica,"Mgr. Nina Herčková, RSc.",1,4
"okres Žilina",Bytčica,"TUreality s.r.o.",1,5
"okres Žilina",Bytčica,"Piata Avenue",1,6
"okres Žilina",Bytčica,"Realitné kancelárie SR",1,7
"okres Žilina",Bytčica,"RIEŠIME BÝVANIE",1,8
"okres Žilina",Bytčica,"Stanislav Motyčík - MK",1,9
"okres Žilina",Bytčica,"Effecting s.r.o.",1,10
"okres Žilina",Bytčica,"Gro & Partners",1,11
"okres Žilina",Bytčica,"DreamReality s.r.o.",1,12
"okres Žilina",Čičmany,"Vianema s.r.o.",1,1
"okres Žilina",Čičmany,"TUreality s.r.o.",1,2
"okres Žilina",Divina,"Real Estate Group4U",2,1
"okres Žilina",Divina,"TARGETreal s. r. o.",2,2
"okres Žilina",Divina,"Mamud Reality s. r. o.",1,3
"okres Žilina",Divina,"Realitné kancelárie SR",1,4
"okres Žilina",Divina,"RES GROUP, s.r.o.",1,5
"okres Žilina",Divina,"Reality IQ, s.r.o.",1,6
"okres Žilina",Divina,"Realitná kancelária RED, s.r.o.",1,7
"okres Žilina",Divina,"GAMA Reality, s.r.o.",1,8
"okres Žilina",Divinka,"Safe reality s. r. o.",1,1
"okres Žilina",Divinka,"1. Reality Rent, s.r.o.",1,2
"okres Žilina",Divinka,"Realitné kancelárie SR",1,3
"okres Žilina","Dlhé Pole","DRR INVEST, s. r. o.",2,1
"okres Žilina","Dlhé Pole","BeMi realitná kancelária",1,2
"okres Žilina","Dlhé Pole","Realitná kancelária",1,3
"okres Žilina","Dlhé Pole","Realitná kancelária DOM",1,4
"okres Žilina","Dlhé Pole","RENOME REAL",1,5
"okres Žilina","Dlhé Pole","Realitné kancelárie SR",1,6
"okres Žilina","Dolná Tižina","Mamud Reality s. r. o.",1,1
"okres Žilina","Dolná Tižina","TUreality s.r.o.",1,2
"okres Žilina","Dolná Tižina","Safe reality s. r. o.",1,3
"okres Žilina","Dolná Tižina","Realitka pre každého",1,4
"okres Žilina","Dolná Tižina","Realitná kancelária RED, s.r.o.",1,5
"okres Žilina","Dolný Hričov","RS Mansory s.r.o.",4,1
"okres Žilina","Dolný Hričov","MGM reality",3,2
"okres Žilina","Dolný Hričov","Realitné kancelárie SR",2,3
"okres Žilina","Dolný Hričov","Realitná kancelária RED, s.r.o.",2,4
"okres Žilina","Dolný Hričov","DreamReality s.r.o.",1,5
"okres Žilina","Dolný Hričov","Buby reality, s.r.o.",1,6
"okres Žilina","Dolný Hričov","Tribeca Group s. r. o",1,7
"okres Žilina","Dolný Hričov","Mgr. Renáta Kolenčíková",1,8
"okres Žilina",Ďurčiná,"MGM reality",1,1
"okres Žilina",Ďurčiná,"StorkReal s. r. o.",1,2
"okres Žilina",Fačkov,"Realitné kancelárie SR",1,1
"okres Žilina",Gbeľany,"MGM reality",1,1
"okres Žilina",Gbeľany,"RIEŠIME BÝVANIE",1,2
"okres Žilina",Gbeľany,"1. Reality Rent, s.r.o.",1,3
"okres Žilina",Gbeľany,"TUreality s.r.o.",1,4
"okres Žilina",Gbeľany,"AnReal s. r. o.",1,5
"okres Žilina",Gbeľany,"bezmaklérov, s.r.o.",1,6
"okres Žilina",Hájik,"ODEKO manažment s.r.o.",10,1
"okres Žilina",Hájik,"Reality Alpia",4,2
"okres Žilina",Hájik,"Realitná kancelária",4,3
"okres Žilina",Hájik,"B10 Slovensko, a. s.",3,4
"okres Žilina",Hájik,"TARGETreal s. r. o.",3,5
"okres Žilina",Hájik,"Realitná kancelária RED, s.r.o.",2,6
"okres Žilina",Hájik,"RIEŠIME BÝVANIE",2,7
"okres Žilina",Hájik,"DRR INVEST, s. r. o.",2,8
"okres Žilina",Hájik,"MGM reality",2,9
"okres Žilina",Hájik,"Piata Avenue",1,10
"okres Žilina",Hájik,"Realitné kancelárie SR",1,11
"okres Žilina",Hájik,"bezmaklérov, s.r.o.",1,12
"okres Žilina",Hájik,"TUreality s.r.o.",1,13
"okres Žilina",Hájik,"WFG reality, s.r.o.",1,14
"okres Žilina",Hájik,"Realitná kancelária SYMPATIA REAL s. r. o.",1,15
"okres Žilina",Hájik,"Buby reality, s.r.o.",1,16
"okres Žilina",Hliny,"MGM reality",6,1
"okres Žilina",Hliny,"Realitná kancelária RED, s.r.o.",6,2
"okres Žilina",Hliny,"RIEŠIME BÝVANIE",6,3
"okres Žilina",Hliny,"TUreality s.r.o.",4,4
"okres Žilina",Hliny,"Reality Alpia",4,5
"okres Žilina",Hliny,"ROMDOM, s. r. o",3,6
"okres Žilina",Hliny,"Realitné kancelárie SR",3,7
"okres Žilina",Hliny,"B10 Slovensko, a. s.",2,8
"okres Žilina",Hliny,"EASY centrum bývania, s.r.o.",2,9
"okres Žilina",Hliny,"Reality IQ, s.r.o.",1,10
"okres Žilina",Hliny,"ACTIVE - Reality, s. r. o.",1,11
"okres Žilina",Hliny,"Crystin reality, s.r.o.",1,12
"okres Žilina",Hliny,"House Real Žilina",1,13
"okres Žilina",Hliny,"Safe reality s. r. o.",1,14
"okres Žilina",Hliny,"KES - RV s.r.o.",1,15
"okres Žilina",Hliny,"StorkReal s. r. o.",1,16
"okres Žilina",Hliny,"Realitná kancelária",1,17
"okres Žilina",Hliny,"STAREA, s. r. o.",1,18
"okres Žilina",Hliny,"Pro Real, s. r. o. realitná kancelária",1,19
"okres Žilina",Hliny,"ŽILINAREAL, s.r.o.",1,20
"okres Žilina",Hliny,"Georgi Conev",1,21
"okres Žilina",Hôrky,"TARGETreal s. r. o.",2,1
"okres Žilina",Hôrky,"Realitná kancelária RED, s.r.o.",2,2
"okres Žilina",Hôrky,"Piata Avenue",1,3
"okres Žilina",Hôrky,"CPM Real Estate",1,4
"okres Žilina",Hôrky,"K&B Partners, s.r.o.",1,5
"okres Žilina",Hôrky,"Realitné kancelárie SR",1,6
"okres Žilina",Hôrky,"Safe reality s. r. o.",1,7
"okres Žilina",Hôrky,"TOCA, s.r.o. Realitná činnosť",1,8
"okres Žilina",Hôrky,"Stanislav Motyčík - MK",1,9
"okres Žilina","Horný Hričov","Realitná kancelária RED, s.r.o.",1,1
"okres Žilina","Horný Hričov","Buby reality, s.r.o.",1,2
"okres Žilina","Horný Hričov","RES GROUP, s.r.o.",1,3
"okres Žilina","Kamenná Poruba","Real Estate Group4U",2,1
"okres Žilina","Kamenná Poruba","MGM reality",1,2
"okres Žilina","Kamenná Poruba","RES GROUP, s.r.o.",1,3
"okres Žilina",Kľače,"StorkReal s. r. o.",1,1
"okres Žilina",Kľače,"1. Reality Rent, s.r.o.",1,2
"okres Žilina",Kľače,"Realitné kancelárie SR",1,3
"okres Žilina",Kľače,"AnoReal, s.r.o.",1,4
"okres Žilina",Kľače,"Wealth Group, s.r.o.",1,5
"okres Žilina",Kľače,"Realitná kancelária RED, s.r.o.",1,6
"okres Žilina",Kľače,"OVERENÉ REALITY",1,7
"okres Žilina",Konská,"TARGETreal s. r. o.",1,1
"okres Žilina",Konská,"Realitné kancelárie SR",1,2
"okres Žilina",Konská,"Realitná kancelária RED, s.r.o.",1,3
"okres Žilina",Konská,"Reality IQ, s.r.o.",1,4
"okres Žilina",Konská,"1. Reality Rent, s.r.o.",1,5
"okres Žilina","Kotrčiná Lúčka","RS Mansory s.r.o.",2,1
"okres Žilina","Kotrčiná Lúčka","Safe reality s. r. o.",1,2
"okres Žilina","Kotrčiná Lúčka","R2 SK, s.r.o.",1,3
"okres Žilina","Kotrčiná Lúčka","DreamReality s.r.o.",1,4
"okres Žilina","Kotrčiná Lúčka","TARGETreal s. r. o.",1,5
"okres Žilina","Kotrčiná Lúčka","WFG reality, s.r.o.",1,6
"okres Žilina","Kotrčiná Lúčka","Gro & Partners",1,7
"okres Žilina",Krasňany,"ŽILINAREAL, s.r.o.",2,1
"okres Žilina",Krasňany,"RS Mansory s.r.o.",1,2
"okres Žilina",Krasňany,"Reality Alpia",1,3
"okres Žilina",Krasňany,"Realitné kancelárie SR",1,4
"okres Žilina",Krasňany,"HALO reality, s.r.o.",1,5
"okres Žilina",Krasňany,"B10 Slovensko, a. s.",1,6
"okres Žilina",Krasňany,"1. Reality Rent, s.r.o.",1,7
"okres Žilina",Kunerad,"AnReal s. r. o.",2,1
"okres Žilina",Kunerad,"StorkReal s. r. o.",2,2
"okres Žilina",Kunerad,"Realitka pre každého",1,3
"okres Žilina",Kunerad,"R2 SK, s.r.o.",1,4
"okres Žilina",Kunerad,"JKV REAL",1,5
"okres Žilina",Kunerad,"ŽILINAREAL, s.r.o.",1,6
"okres Žilina",Lietava,"Real Estate Group4U",2,1
"okres Žilina",Lietava,"RIEŠIME BÝVANIE",1,2
"okres Žilina",Lietava,"TUreality s.r.o.",1,3
"okres Žilina",Lietava,"BeMi realitná kancelária",1,4
"okres Žilina",Lietava,"Realitné kancelárie SR",1,5
"okres Žilina",Lietava,"Georgi Conev",1,6
"okres Žilina",Lietava,"RE/MAX Slovakia",1,7
"okres Žilina","Lietavská Lúčka","Babony TRE s.r.o.",2,1
"okres Žilina","Lietavská Lúčka","AstonReal s.r.o.",2,2
"okres Žilina","Lietavská Lúčka","LAVENTURA s.r.o.",1,3
"okres Žilina","Lietavská Lúčka","Safe reality s. r. o.",1,4
"okres Žilina","Lietavská Lúčka","Piata Avenue",1,5
"okres Žilina","Lietavská Lúčka","T.S.reality, s.r.o.",1,6
"okres Žilina","Lietavská Svinná-Babkov","Realitné kancelárie SR",4,1
"okres Žilina","Lietavská Svinná-Babkov","Real Estate Group4U",2,2
"okres Žilina","Lietavská Svinná-Babkov","RIEŠIME BÝVANIE",2,3
"okres Žilina","Lietavská Svinná-Babkov","TUreality s.r.o.",2,4
"okres Žilina","Lietavská Svinná-Babkov","RS Mansory s.r.o.",2,5
"okres Žilina","Lietavská Svinná-Babkov","Safe reality s. r. o.",1,6
"okres Žilina","Lietavská Svinná-Babkov","Romantické Chalupy, s.r.o.",1,7
"okres Žilina","Lietavská Svinná-Babkov","BALAŽI REAL ESTATE s.r.o.",1,8
"okres Žilina",Lysica,"Realitná kancelária RED, s.r.o.",2,1
"okres Žilina",Lysica,"YFE, s.r.o.",2,2
"okres Žilina",Lysica,"RE/MAX Slovakia",1,3
"okres Žilina",Lysica,"DOBRÉ REALITY s.r.o.",1,4
"okres Žilina",Lysica,"TARGETreal s. r. o.",1,5
"okres Žilina",Lysica,"Renovo Reality",1,6
"okres Žilina","Malá Čierna","Reality Alpia",3,1
"okres Žilina","Malá Praha","ŽILINAREAL, s.r.o.",2,1
"okres Žilina","Malá Praha","RES GROUP, s.r.o.",1,2
"okres Žilina","Malá Praha","TOP Living s.r.o.",1,3
"okres Žilina","Malá Praha","1. Reality Rent, s.r.o.",1,4
"okres Žilina",Marček,"MGM reality",1,1
"okres Žilina",Mojš,"Realitná kancelária RED, s.r.o.",2,1
"okres Žilina",Mojš,"TUreality s.r.o.",2,2
"okres Žilina",Mojš,"DreamReality s.r.o.",1,3
"okres Žilina",Mojš,"RS Mansory s.r.o.",1,4
"okres Žilina",Mojš,"NajBývanie, s.r.o.",1,5
"okres Žilina",Mojš,"ETHOS reality, s. r. o.",1,6
"okres Žilina",Mojš,"OREA, s.r.o.",1,7
"okres Žilina",Mojš,"RIEŠIME BÝVANIE",1,8
"okres Žilina",Mojš,"Mamud Reality s. r. o.",1,9
"okres Žilina",Mojš,"AnReal s. r. o.",1,10
"okres Žilina","Mojšová Lúčka","Realitné kancelárie SR",1,1
"okres Žilina","Mojšová Lúčka","Mamud Reality s. r. o.",1,2
"okres Žilina",Nededza,"DreamReality s.r.o.",1,1
"okres Žilina",Nededza,"bezmaklérov, s.r.o.",1,2
"okres Žilina","Nezbudská Lúčka","Mamud Reality s. r. o.",1,1
"okres Žilina","Nezbudská Lúčka","HALO reality, s.r.o.",1,2
"okres Žilina","Nezbudská Lúčka","TARGETreal s. r. o.",1,3
"okres Žilina",Ovčiarsko,"RS Mansory s.r.o.",5,1
"okres Žilina",Ovčiarsko,"TARGETreal s. r. o.",3,2
"okres Žilina",Ovčiarsko,"RIEŠIME BÝVANIE",2,3
"okres Žilina",Ovčiarsko,"Real Estate Group4U",2,4
"okres Žilina",Ovčiarsko,"Reality Now",2,5
"okres Žilina",Ovčiarsko,"R2 SK, s.r.o.",1,6
"okres Žilina",Ovčiarsko,"DRR INVEST, s. r. o.",1,7
"okres Žilina",Ovčiarsko,"Realitné kancelárie SR",1,8
"okres Žilina",Ovčiarsko,"PRIMA reality s.r.o.",1,9
"okres Žilina",Ovčiarsko,"House Real Žilina",1,10
"okres Žilina",Ovčiarsko,"Kristína Čanády",1,11
"okres Žilina",Ovčiarsko,"Reality Alpia",1,12
"okres Žilina",Ovčiarsko,"Realitka pre každého",1,13
"okres Žilina",Ovčiarsko,"BeMi realitná kancelária",1,14
"okres Žilina","Paština Závada","WFG reality, s.r.o.",1,1
"okres Žilina",Podhorie,"TARGETreal s. r. o.",1,1
"okres Žilina",Podhorie,"WFG reality, s.r.o.",1,2
"okres Žilina",Podhorie,"BeMi realitná kancelária",1,3
"okres Žilina",Poluvsie,"Nové bývanie",1,1
"okres Žilina",Poluvsie,"Realitná kancelária RED, s.r.o.",1,2
"okres Žilina",Porúbka,"Direct Real, spol. s r.o.",1,1
"okres Žilina","Považský Chlmec","RIEŠIME BÝVANIE",2,1
"okres Žilina","Považský Chlmec","Realitná kancelária",2,2
"okres Žilina","Považský Chlmec","R2 SK, s.r.o.",1,3
"okres Žilina","Považský Chlmec","Reality IQ, s.r.o.",1,4
"okres Žilina",Rajec,"Real Estate Group4U",3,1
"okres Žilina",Rajec,"AnoReal, s.r.o.",3,2
"okres Žilina",Rajec,"REAL21 Invest-consult, s.r.o.",2,3
"okres Žilina",Rajec,"TUreality s.r.o.",2,4
"okres Žilina",Rajec,"StorkReal s. r. o.",2,5
"okres Žilina",Rajec,"Euro Bauer s.r.o.",1,6
"okres Žilina",Rajec,"Wealth Group, s.r.o.",1,7
"okres Žilina",Rajec,"Direct Real, spol. s r.o.",1,8
"okres Žilina",Rajec,"HALO reality, s.r.o.",1,9
"okres Žilina",Rajec,"Realitná kancelária RED, s.r.o.",1,10
"okres Žilina",Rajec,"MGM reality",1,11
"okres Žilina","Rajecká Lesná","1. Reality Rent, s.r.o.",1,1
"okres Žilina","Rajecká Lesná","Real Estate Group4U",1,2
"okres Žilina","Rajecká Lesná","BeMi realitná kancelária",1,3
"okres Žilina","Rajecké Teplice","Bosen Group s.r.o.",4,1
"okres Žilina","Rajecké Teplice","AnoReal, s.r.o.",3,2
"okres Žilina","Rajecké Teplice","ŽILINAREAL, s.r.o.",3,3
"okres Žilina","Rajecké Teplice","Realitné kancelárie SR",2,4
"okres Žilina","Rajecké Teplice","B10 Slovensko, a. s.",2,5
"okres Žilina","Rajecké Teplice","STAREA, s. r. o.",2,6
"okres Žilina","Rajecké Teplice","Reality Alpia",1,7
"okres Žilina","Rajecké Teplice","RS Mansory s.r.o.",1,8
"okres Žilina","Rajecké Teplice","Realitná kancelária",1,9
"okres Žilina","Rajecké Teplice","MGM reality",1,10
"okres Žilina","Rajecké Teplice","EASY centrum bývania, s.r.o.",1,11
"okres Žilina","Rajecké Teplice","TUreality s.r.o.",1,12
"okres Žilina","Rajecké Teplice","Real Estate Group4U",1,13
"okres Žilina","Rajecké Teplice","JKV REAL",1,14
"okres Žilina","Rajecké Teplice","Reality IQ, s.r.o.",1,15
"okres Žilina","Rajecké Teplice","StorkReal s. r. o.",1,16
"okres Žilina","Rajecké Teplice","Realitná kancelária RED, s.r.o.",1,17
"okres Žilina","Rajecké Teplice","BeMi realitná kancelária",1,18
"okres Žilina",Rosina,"MGM reality",6,1
"okres Žilina",Rosina,"TARGETreal s. r. o.",2,2
"okres Žilina",Rosina,"BeMi realitná kancelária",1,3
"okres Žilina",Rosina,"X-REAL, s. r. o.",1,4
"okres Žilina",Rosina,"TUreality s.r.o.",1,5
"okres Žilina",Rosina,"Realitné kancelárie SR",1,6
"okres Žilina",Rosina,"RES GROUP, s.r.o.",1,7
"okres Žilina",Rosina,"IDEÁLNE BÝVANIE, s.r.o.",1,8
"okres Žilina",Rosina,"Reality Alpia",1,9
"okres Žilina",Rosina,"WFG reality, s.r.o.",1,10
"okres Žilina",Rosinky,"BeMi realitná kancelária",1,1
"okres Žilina",Rosinky,"Realitné kancelárie SR",1,2
"okres Žilina",Rosinky,"Reality Alpia",1,3
"okres Žilina",Solinky,"Realitná kancelária RED, s.r.o.",3,1
"okres Žilina",Solinky,"ACTIVE - Reality, s. r. o.",2,2
"okres Žilina",Solinky,"MGM reality",2,3
"okres Žilina",Solinky,"Direct Real, spol. s r.o.",1,4
"okres Žilina",Solinky,"Piata Avenue",1,5
"okres Žilina",Solinky,"WFG reality, s.r.o.",1,6
"okres Žilina",Solinky,"PRIVAT Reality spol.s.r.o",1,7
"okres Žilina",Solinky,"RENOME REAL",1,8
"okres Žilina","Staré mesto","WFG reality, s.r.o.",23,1
"okres Žilina","Staré mesto","Realitná kancelária RED, s.r.o.",19,2
"okres Žilina","Staré mesto","Realitné kancelárie SR",10,3
"okres Žilina","Staré mesto","KORSO Project, s.r.o.",9,4
"okres Žilina","Staré mesto","RIEŠIME BÝVANIE",8,5
"okres Žilina","Staré mesto","Financial Hotels Management, s.r.o.",7,6
"okres Žilina","Staré mesto","MGM reality",7,7
"okres Žilina","Staré mesto","ŽILINAREAL, s.r.o.",6,8
"okres Žilina","Staré mesto","TUreality s.r.o.",6,9
"okres Žilina","Staré mesto","Safe reality s. r. o.",5,10
"okres Žilina","Staré mesto","DreamReality s.r.o.",4,11
"okres Žilina","Staré mesto","JKV REAL",4,12
"okres Žilina","Staré mesto","R2 SK, s.r.o.",3,13
"okres Žilina","Staré mesto","PRIMA reality s.r.o.",3,14
"okres Žilina","Staré mesto","Realitná kancelária DOM",3,15
"okres Žilina","Staré mesto","Teraz, a.s.",3,16
"okres Žilina","Staré mesto","Reality IQ, s.r.o.",2,17
"okres Žilina","Staré mesto","Piata Avenue",2,18
"okres Žilina","Staré mesto","BR ACADEMY, s. r. o.",2,19
"okres Žilina","Staré mesto","Renovo Reality",2,20
"okres Žilina","Staré mesto","STAREA, s. r. o.",2,21
"okres Žilina","Staré mesto","RENOME REAL",2,22
"okres Žilina","Staré mesto","1. Reality Rent, s.r.o.",2,23
"okres Žilina","Staré mesto","Realitka pre každého",2,24
"okres Žilina","Staré mesto","HD reality group s.r.o",1,25
"okres Žilina","Staré mesto","Local reality s. r. o.",1,26
"okres Žilina","Staré mesto","TARGETreal s. r. o.",1,27
"okres Žilina","Staré mesto","ROMDOM, s. r. o",1,28
"okres Žilina","Staré mesto","Effecting s.r.o.",1,29
"okres Žilina","Staré mesto","Reality Alpia",1,30
"okres Žilina","Staré mesto","MENS s. r. o.",1,31
"okres Žilina","Staré mesto","Buby reality, s.r.o.",1,32
"okres Žilina","Staré mesto","X-REAL, s. r. o.",1,33
"okres Žilina","Staré mesto","EASY centrum bývania, s.r.o.",1,34
"okres Žilina","Staré mesto","Mamud Reality s. r. o.",1,35
"okres Žilina","Staré mesto","LAVENTURA s.r.o.",1,36
"okres Žilina","Staré mesto","RS Mansory s.r.o.",1,37
"okres Žilina","Staré mesto","B10 Slovensko, a. s.",1,38
"okres Žilina",Stráňavy,"TARGETreal s. r. o.",2,1
"okres Žilina",Stráňavy,"B10 Slovensko, a. s.",1,2
"okres Žilina",Stráňavy,Maxareality,1,3
"okres Žilina",Stránske,"Ing. Gerlinda Bérešová - Esti",2,1
"okres Žilina",Stránske,"RIEŠIME BÝVANIE",2,2
"okres Žilina",Stránske,"RS Mansory s.r.o.",2,3
"okres Žilina",Stránske,"Safe reality s. r. o.",1,4
"okres Žilina",Stránske,"TUreality s.r.o.",1,5
"okres Žilina",Stránske,"ADH-REAL s.r.o. Hirjaková Adriana",1,6
"okres Žilina",Stránske,"Realitné kancelárie SR",1,7
"okres Žilina",Stránske,"Renovo Reality",1,8
"okres Žilina",Strážov,"MGM reality",2,1
"okres Žilina",Strážov,"Realitná kancelária RED, s.r.o.",1,2
"okres Žilina",Strážov,"RS Mansory s.r.o.",1,3
"okres Žilina",Strážov,"R2 SK, s.r.o.",1,4
"okres Žilina",Strážov,"Effecting s.r.o.",1,5
"okres Žilina",Strážov,"ŽILINAREAL, s.r.o.",1,6
"okres Žilina",Strážov,"bezmaklérov, s.r.o.",1,7
"okres Žilina",Strečno,"MGM reality",1,1
"okres Žilina",Strečno,"TARGETreal s. r. o.",1,2
"okres Žilina",Strečno,"Direct Real, spol. s r.o.",1,3
"okres Žilina",Strečno,"Realitná kancelária RED, s.r.o.",1,4
"okres Žilina",Strečno,"FINREA - ak vám záleží na výsledku",1,5
