offer_id,offer_type,property_type,area,condition,location_district,location_city,location_area
Jumt5qe1Qm47,sale,"2-room apartment",50,"partially renovated","okres Ružomberok",Ružomberok,Klačno
JuI6MQ6tc2T,sale,"2-room apartment",59,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
Ju4eeNbxgyr,rent,"2-room apartment",50,"fully renovated","okres Žilina",Žilina,Solinky
JuN3wzC2QtN,rent,"1-room apartment",36,"partially renovated","okres Martin",Martin,Sever
JuZdOmvD2ic,sale,"4-room apartment",77,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuQG3Tg2HJV,sale,"holiday apartment",50,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju7i7kUX31N,rent,"2-room apartment",58,"new construction","okres Námestovo",Lokca,Lokca
JuT7xzp7Ax-,sale,"2-room apartment",61,"fully renovated","okres Martin",Martin,Stred
JuTL4AQg4bH,rent,"2-room apartment",55,"fully renovated","okres Martin",Martin,Jahodníky
JuYNcMLobvd,rent,"4-room apartment",102,"new construction","okres Žilina",Žilina,Trnové
JuCgojI4KWH,sale,"3-room apartment",74,unrenovated,"okres Čadca",Čadca,Žarec
JukjSccuSX6,sale,"2-room apartment",55,"fully renovated","okres Martin",Vrútky,NULL
JuvuB2q_3M4,sale,"holiday apartment",50,"under construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Jum788VaVl8,sale,"1-room apartment",33,"new construction","okres Žilina",Žilina,"Staré mesto"
JuRDv8rOGAN,rent,"2-room apartment",46,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuguMiG6Pot,sale,"other apartment type",40,"new construction","okres Žilina",Rajec,Rajec
JunSqXxyUya,sale,"1-room apartment",33,"new construction","okres Žilina",Žilina,"Staré mesto"
Juzl0Ycup_I,sale,"holiday apartment",56,"fully renovated","okres Martin",Martin,"Martinské hole"
JuMrpN3u-gh,sale,"2-room apartment",47,"under construction","okres Žilina",Žilina,Hájik
JuG-jkKlogR,rent,"2-room apartment",50,"fully renovated","okres Martin",Martin,Stred
Ju-seNslb4u,sale,"2-room apartment",55,"partially renovated","okres Martin",Martin,Priekopa
JuKxd6XdpfQ,rent,"3-room apartment",70,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuddoVYZYie,sale,"1-room apartment",27,"new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá"
Ju4lN_U1N_8,sale,"3-room apartment",91,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice
JuNQHesGhEl,sale,"3-room apartment",65,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
Juv6SZd0pv9,sale,"3-room apartment",61,"fully renovated","okres Martin",Vrútky,NULL
Ju01CyxoHbS,sale,"holiday apartment",47,"development project","okres Žilina",Terchová,Terchová
JuQxdKNuhGj,sale,"3-room apartment",85,"partially renovated","okres Žilina",Žilina,"Staré mesto"
JuMc4nt1NbY,sale,maisonette,119,"new construction","okres Liptovský Mikuláš","Liptovský Hrádok",Celiny
JuykyParod3,rent,"3-room apartment",70,"new construction","okres Bytča","Veľké Rovné","Veľké Rovné"
Ju4N6fIAndO,sale,"3-room apartment",68,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
JuiNHN3K-2n,sale,"2-room apartment",41,"fully renovated","okres Čadca",Staškov,Staškov
JucceUznreI,sale,"2-room apartment",54,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuzGrB3SDsa,rent,"studio apartment",25,"fully renovated","okres Martin",Vrútky,"Horné Vrútky"
JuCJs2os-i-x,sale,"1-room apartment",39,"new construction","okres Martin",Martin,Stred
Ju3z3M9TPDa,sale,"2-room apartment",52,"new construction","okres Žilina",Žilina,Závodie
JuDxBcaveH8,sale,"3-room apartment",85,unrenovated,"okres Martin",Vrútky,"Horné Vrútky"
Ju_5trjiiyY,sale,"2-room apartment",49,"partially renovated","okres Žilina",Žilina,Solinky
Juo9yc6U_zm,sale,"3-room apartment",69,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Stred
JueZYUzuLYA,sale,"1-room apartment",30,"fully renovated","okres Ružomberok",Bešeňová,Bešeňová
Juqo1hWp_Zj,sale,"3-room apartment",78,"partially renovated","okres Martin",Martin,Stred
Ju3pgjh4OY7,rent,"2-room apartment",43,"new construction","okres Žilina",Žilina,Hájik
JueVCjlarhT,sale,"3-room apartment",77,unrenovated,"okres Tvrdošín",Nižná,Nižná
JuX7LFsuKfI,sale,"2-room apartment",53,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Nábrežie
JuV0WpoDBe_,rent,"1-room apartment",37,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Ju2PTXS03nR,sale,"3-room apartment",73,"partially renovated","okres Bytča","Veľké Rovné","Veľké Rovné"
Ju1Fw0u3Cah,sale,"3-room apartment",71,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JuckFfec6yi,sale,"3-room apartment",86,"fully renovated","okres Ružomberok",Ružomberok,"Staré mesto"
JuiYPO6c35-,sale,"4-room apartment",112,"partially renovated","okres Martin",Martin,Stráne
Jup8gJ48Fqt,sale,"2-room apartment",53,"new construction","okres Žilina",Žilina,"Staré mesto"
JuQ3YUuwUTb,rent,"4-room apartment",92,"new construction","okres Žilina",Žilina,Hliny
JutqtoD-x5N,rent,"2-room apartment",62,unrenovated,"okres Čadca",Čadca,Centrum
Juu8kqRVDip,rent,"3-room apartment",61,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
Jub6sy4N9gp,sale,"2-room apartment",39,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuL2muHqM6p,rent,"3-room apartment",70,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Ju28AQVsAqz,sale,"3-room apartment",NULL,"partially renovated","okres Ružomberok",Ružomberok,Baničné
JuuVvHxxC-m,sale,"3-room apartment",66,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
JuzUlNr7U_e,rent,"3-room apartment",60,"partially renovated","okres Žilina",Žilina,Vlčince
Jumr_ISbK0Z,sale,"3-room apartment",75,"under construction","okres Žilina",Žilina,Hájik
JuxXBGk_4Zo,sale,"1-room apartment",35,"partially renovated","okres Čadca",Turzovka,Stred
JuZK9MB7o6G,rent,"4-room apartment",84,"fully renovated","okres Žilina",Žilina,Solinky
JuSreilLACi,rent,"3-room apartment",62,"new construction","okres Žilina",Žilina,"Staré mesto"
JudTaFLI7V1,sale,"1-room apartment",30,"fully renovated","okres Martin",Martin,Stred
JulUy_Gy-T7,sale,"1-room apartment",36,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuTgtQtwGXl,sale,"2-room apartment",60,"fully renovated","okres Martin",Martin,Sever
JuAoUEm3GbZ,sale,"3-room apartment",74,unrenovated,"okres Martin",Martin,Ľadoveň
JuZFiZ0fwgL,sale,"2-room apartment",54,"fully renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
JuZLDF7L6J1,rent,"3-room apartment",90,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuH6sKr2JgO,sale,"holiday apartment",28,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju34-Gac91u,sale,"2-room apartment",49,"fully renovated","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju7lDmg4T0n,sale,"holiday apartment",41,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
JuR7qWw7H0C,sale,"3-room apartment",82,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuKOidVb0W7,rent,"3-room apartment",80,unrenovated,"okres Liptovský Mikuláš","Liptovský Hrádok",Belánska
JuIDpA00OUN,rent,"2-room apartment",44,"new construction","okres Martin",Martin,Stred
Ju6FesX3XoQ,sale,"3-room apartment",65,unrenovated,"okres Martin",Turany,Turany
JuTBls071FE,sale,"holiday apartment",19,"new construction","okres Martin",Valča,Valča
JukANoj_iFm,sale,"1-room apartment",25,"fully renovated","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Juj0AUCC2FC,sale,"3-room apartment",55,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuEg-jxdD7t,rent,"3-room apartment",65,"new construction","okres Martin",Martin,Stred
JuBSH-C3TAe,rent,"2-room apartment",56,"new construction","okres Martin",Vrútky,"Horné Vrútky"
Juh1ylk55iy,sale,"1-room apartment",28,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
JupjDJ9XYhE,sale,"holiday apartment",97,"fully renovated","okres Ružomberok",Bešeňová,Bešeňová
JuDV2pnh02W,rent,"2-room apartment",58,"fully renovated","okres Martin",Sučany,Sučany
JuN-Pnp6KBM,sale,"3-room apartment",65,unrenovated,"okres Čadca",Turzovka,Stred
JuPcc0iMceY,sale,"holiday apartment",39,"new construction","okres Ružomberok",Ružomberok,Hrabovo
JudyIRiA8kq,sale,"holiday apartment",52,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuUZC8aojHf,sale,"4-room apartment",163,"new construction","okres Turčianske Teplice","Turčianske Teplice",Stred
JuMZVzeIVRp,sale,"holiday apartment",35,"fully renovated","okres Ružomberok",Ružomberok,Hrabovo
Ju892FRo72v,sale,"4-room apartment",61,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuODe5tlbwG,sale,"4-room apartment",98,"partially renovated","okres Martin",Martin,Priekopa
JuBpZ_BskLa,rent,"2-room apartment",51,"new construction","okres Martin",Martin,Priekopa
JulQn0N46Be,sale,"2-room apartment",49,"development project","okres Žilina",Žilina,Bôrik
JuFuOGe_LXE,rent,"3-room apartment",60,"fully renovated","okres Žilina",Žilina,Hliny
Ju1BpgSKaaX,sale,"2-room apartment",63,"partially renovated","okres Čadca",Čadca,Žarec
JuVTyDRO6Fo,sale,"4-room apartment",80,"fully renovated","okres Ružomberok",Ružomberok,Klačno
JuKXwzVXskc,rent,"4-room apartment",162,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JueuOSIj-04,sale,"3-room apartment",74,"partially renovated","okres Martin",Vrútky,"Horné Vrútky"
JutPVr1bWDy,sale,"3-room apartment",67,"partially renovated","okres Liptovský Mikuláš",Pribylina,Pribylina
JuuAb4gfi_M,sale,"holiday apartment",45,"partially renovated","okres Tvrdošín","Suchá Hora","Suchá Hora"
Ju90gNOpUS1,sale,"3-room apartment",102,"under construction","okres Martin",Martin,Jahodníky
JuaoWKxAUyW,rent,"3-room apartment",65,"fully renovated","okres Žilina",Žilina,Solinky
Ju1vHkMA9-i,sale,"3-room apartment",92,"new construction","okres Dolný Kubín","Dolný Kubín",Stred
Ju-a60L4yJH,sale,"2-room apartment",52,"new construction","okres Dolný Kubín","Dolný Kubín",Brezovec
JuWACwgZ0JW,sale,"3-room apartment",84,"partially renovated","okres Bytča","Veľké Rovné","Veľké Rovné"
JuhldTbf0YC,sale,"3-room apartment",65,"under construction","okres Martin",Sučany,Sučany
Ju-zlCEP8xA,sale,"holiday apartment",46,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuyMZex0bdp,sale,"2-room apartment",56,"new construction","okres Žilina",Žilina,Bôrik
Jux3XqE2ppP,sale,"holiday apartment",43,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Juwu97tpKpb,rent,"2-room apartment",68,"fully renovated","okres Martin",Martin,Stred
JuCx6JHdbha,sale,"2-room apartment",65,"new construction","okres Žilina",Žilina,Vlčince
JuNAef2PSXl,rent,"4-room apartment",83,"fully renovated","okres Žilina",Žilina,Hliny
Jul4B6HJsMz,sale,"holiday apartment",34,"new construction","okres Ružomberok",Bešeňová,Bešeňová
JuITiNm8gMP,sale,"2-room apartment",64,"new construction","okres Martin",Martin,Stred
JuZyhdrORR4,sale,"2-room apartment",70,"under construction","okres Martin",Martin,Jahodníky
JunvsP3a8hf,rent,"holiday apartment",NULL,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
Jun_e5pu1kO,sale,"3-room apartment",85,"new construction","okres Žilina",Žilina,Vlčince
JuD2CR5HuKc,sale,"1-room apartment",45,"fully renovated","okres Ružomberok",Ružomberok,Rybárpole
Ju4j49rCz8N,sale,"3-room apartment",92,"partially renovated","okres Ružomberok",Ružomberok,"Staré mesto"
Ju5mXWZ29s_,sale,"2-room apartment",54,"fully renovated","okres Ružomberok",Ružomberok,"Staré mesto"
Jurvv0ZHBuR,sale,"1-room apartment",NULL,"new construction","okres Žilina",Žilina,Vlčince
JuAxXn7nLOP,sale,"2-room apartment",181,"new construction","okres Žilina",Žilina,Bôrik
JuHpUtcCNg-,sale,"3-room apartment",73,"new construction","okres Martin",Martin,Ľadoveň
JuQIDFd_kHU,sale,"holiday apartment",48,"development project","okres Žilina",Terchová,Terchová
JudmgOWhHLZ1,sale,"2-room apartment",61,"fully renovated","okres Čadca",Staškov,Staškov
Ju0hF7AM_5h,sale,"3-room apartment",65,"partially renovated","okres Čadca",Čadca,Kyčerka
JuEeA2GuHj3,sale,"3-room apartment",97,"partially renovated","okres Ružomberok",Ružomberok,Roveň
JuDDQHUehhw,sale,"1-room apartment",52,"partially renovated","okres Turčianske Teplice","Turčianske Teplice",Stred
Ju0xJVhINu5,sale,"2-room apartment",55,"partially renovated","okres Čadca",Turzovka,Stred
JuTiMVE781u,sale,"3-room apartment",75,"partially renovated","okres Ružomberok","Liptovská Osada","Liptovská Osada"
JuV9QF4vC1L,sale,"3-room apartment",69,"partially renovated","okres Martin",Martin,Stred
JumNtvscU-s,sale,"holiday apartment",43,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuSTl0QkI_h,sale,"holiday apartment",68,"partially renovated","okres Ružomberok",Ružomberok,Hrabovo
JuJZPVcldrZ,sale,"4-room apartment",103,"new construction","okres Žilina",Žilina,Vlčince
JuSSppam0PC,sale,"1-room apartment",34,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JucYBy-FPZ5,sale,"2-room apartment",62,"new construction","okres Žilina",Žilina,Vlčince
JuuJ1uhMrN8,rent,"2-room apartment",64,"fully renovated","okres Námestovo",Námestovo,Stred
JuTc88Wux9w,sale,"2-room apartment",56,"fully renovated","okres Ružomberok",Ružomberok,Polík
Ju-cD3Eglt7,sale,"2-room apartment",48,"under construction","okres Liptovský Mikuláš",Východná,Východná
JuTbC9RkGly,rent,"4-room apartment",162,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuKzHgnrtuZ,rent,"2-room apartment",65,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
Jua8nBfq4pP,sale,"4-room apartment",91,"fully renovated","okres Žilina",Strečno,Strečno
JupAkSKIIBk,rent,"4-room apartment",88,"partially renovated","okres Ružomberok",Ružomberok,"Staré mesto"
Ju5Yoj_C-t-,sale,"2-room apartment",56,"new construction","okres Martin",Martin,Stred
Ju0FWK0oDmX,sale,"1-room apartment",36,"under construction","okres Žilina",Žilina,Hájik
JucrRlUBTDv,sale,"3-room apartment",75,"fully renovated","okres Čadca","Krásno nad Kysucou",NULL
JunvOdNMl-j,rent,"2-room apartment",50,"fully renovated","okres Martin",Martin,Stred
JuXll0okDmg,sale,"2-room apartment",52,"new construction","okres Žilina",Žilina,Bôrik
Ju5MSxaC_U4,rent,"studio apartment",26,"partially renovated","okres Čadca",Čadca,Žarec
Ju0sE49cmdc,rent,"3-room apartment",65,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Ju8oShU9enl,sale,"4-room apartment",84,"partially renovated","okres Bytča",Bytča,"Veľká Bytča"
JuOobPaFHGD,sale,"2-room apartment",47,"new construction","okres Žilina",Kunerad,Kunerad
Ju9wHsIIJEO,rent,"4-room apartment",100,"fully renovated","okres Žilina",Žilina,Trnové
Ju6hdfe5kDA,sale,"holiday apartment",51,"under construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JukheJ1B1aD,sale,"2-room apartment",76,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuXvJNkXrX-,sale,"holiday apartment",44,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuARmayf-nL,sale,"2-room apartment",62,"partially renovated","okres Žilina",Žilina,Hliny
JueWH91Qt062,sale,"holiday apartment",32,"new construction","okres Ružomberok",Ružomberok,Hrabovo
JuaBQ-omPcs,sale,"studio apartment",25,unrenovated,"okres Martin",Martin,Sever
JuKfjwtr3uv,sale,"3-room apartment",43,"fully renovated","okres Dolný Kubín",Leštiny,Leštiny
JuBgCxlwRO1,sale,"3-room apartment",78,unrenovated,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JupJ5OCoIez,rent,"2-room apartment",50,"partially renovated","okres Žilina",Žilina,Hájik
Juq8SVDOmLX,sale,"2-room apartment",48,"partially renovated","okres Žilina",Žilina,Solinky
JuqvAhg9dB7,rent,"3-room apartment",60,"fully renovated","okres Čadca","Krásno nad Kysucou",Stred
JudvlSKcuB3,rent,"2-room apartment",50,"partially renovated","okres Martin",Martin,Košúty
Ju71Or7iIz1,rent,"2-room apartment",65,unrenovated,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Stred
Ju8f4W9RYX2,sale,"holiday apartment",41,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JupbJt5OZmn,rent,"3-room apartment",75,"partially renovated","okres Dolný Kubín","Dolný Kubín",Brezovec
JuUrbdc3pDN,sale,"2-room apartment",69,"new construction","okres Liptovský Mikuláš","Liptovský Hrádok",Celiny
Ju-XczSJwZk,rent,"3-room apartment",74,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JucfuBBHTMn,sale,"1-room apartment",36,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuoQ5zgqUF8,rent,"3-room apartment",90,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuDyAq3LxaR,sale,"2-room apartment",56,unrenovated,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JuPoZE57z5D,sale,"4-room apartment",123,"fully renovated","okres Žilina",Žilina,Vlčince
JuQ010q_mPp,sale,"studio apartment",25,"fully renovated","okres Žilina",Žilina,Hliny
Ju6NM6rUyuq,rent,"1-room apartment",55,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
Ju2W2fwASSP,sale,"3-room apartment",87,"new construction","okres Dolný Kubín","Dolný Kubín",Brezovec
Jun4cFPr-JJ,sale,"2-room apartment",52,"new construction","okres Žilina",Žilina,Závodie
JuU41-eIe2m,sale,"4-room apartment",77,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuC7FB5n3i0,sale,"1-room apartment",32,"new construction","okres Tvrdošín",Trstená,Trstená
JuYWEki50At,rent,"studio apartment",14,"new construction","okres Žilina",Žilina,"Staré mesto"
Julagh5blsT,rent,"2-room apartment",85,"fully renovated","okres Martin",Martin,Stred
JuL2CqQ6bTm,sale,"2-room apartment",55,"partially renovated","okres Čadca",Turzovka,Stred
JuaDMLn46eO,rent,"2-room apartment",54,"fully renovated","okres Martin",Martin,Stred
JudWcaYczoj,sale,"studio apartment",25,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuTaGlgOIm6,sale,"4-room apartment",120,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
