offer_id,property_type,terrain,location_district,location_city,location_area
Ju4qZolzI7i,land,flat,"okres Martin",Diaková,Diaková
JuMcJmeaUcO,land,sloped,"okres Dolný Kubín",Leštiny,Leštiny
JuNitLYneeA,land,flat,"okres Čadca",Čierne,Čierne
JuVw0hmTAno,land,flat,"okres Liptovský Mikuláš",Gôtovany,Gôtovany
JuFVNjbiRLu,land,"gently sloped","okres Martin","Turčianske Kľačany","Turčianske Kľačany"
JuSTrxbH01x,land,"gently sloped","okres Žilina",Terchová,Terchová
JuGnc9OXHGX,land,terraced,"okres Dolný Kubín","Dolný Kubín","Malý Bysterec"
Jus89N19pVi,land,"gently sloped","okres Dolný Kubín",Zázrivá,Zázrivá
JuUCvHHqEXR,land,NULL,"okres Žilina",Krasňany,Krasňany
JutSxfNRIvL,land,flat,"okres Čadca",Oščadnica,Oščadnica
Jugj8_j4hFt,land,NULL,"okres Čadca",Oščadnica,Oščadnica
JuVy8PAIz5F,land,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
Juy-u_8MLhRu,land,flat,"okres Martin",Trebostovo,Trebostovo
Ju-hAf6SLZe,land,other,"okres Námestovo","Oravská Jasenica","Oravská Jasenica"
Ju0xrW-pJiv,land,"gently sloped","okres Žilina",Bitarová,Bitarová
JuHEexV-ME8,land,flat,"okres Žilina",Višňové,Višňové
JuvqrgrxLUT,land,"gently sloped","okres Kysucké Nové Mesto",Snežnica,Snežnica
JuvU5Bk6XNz,land,NULL,"okres Žilina",Žilina,Trnové
JuawfvC1dso,land,sloped,"okres Čadca",Makov,Makov
JuujbPaHD-l,land,NULL,"okres Žilina","Veľká Čierna","Veľká Čierna"
Ju2DjUagLIB,land,flat,"okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota"
Jud80emJ1h-,land,NULL,"okres Žilina",Stráňavy,Stráňavy
JuscYJe7Tsp,land,NULL,"okres Žilina",Bitarová,Bitarová
JuRN7oIh-bh,land,NULL,"okres Bytča",Maršová-Rašov,Maršová-Rašov
JuYlSKGJKl6,land,"gently sloped","okres Martin","Horný Kalník","Horný Kalník"
JuueVyS2YYG,land,flat,"okres Turčianske Teplice","Turčianske Teplice",NULL
JuPNAYZ0O8w,land,"gently sloped","okres Žilina",Žilina,Trnové
Ju051T1JZ-l,land,NULL,"okres Žilina",Žilina,Trnové
JufVWTW_WTc,land,NULL,"okres Martin",Martin,Záturčie
JubU6tCkKGs,land,"gently sloped","okres Žilina",Ovčiarsko,Ovčiarsko
JusGZR37Rrf,land,flat,"okres Žilina",Terchová,Terchová
JuZCt8qZhH9,land,flat,"okres Čadca","Krásno nad Kysucou",NULL
JumXY6voBY_,land,sloped,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
JuaTUWSOToW,land,NULL,"okres Čadca",Skalité,Skalité
JuhsDIhlQ5j,land,NULL,"okres Žilina",Bitarová,Bitarová
JumBIzQEPOK,land,"gently sloped","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
JuJ6A83KPJ2,land,"gently sloped","okres Žilina",Stránske,Stránske
Ju0Wth3fmJb,land,"gently sloped","okres Liptovský Mikuláš",Kvačany,Kvačany
Ju-yASPSDbI,land,"gently sloped","okres Liptovský Mikuláš","Liptovský Mikuláš",Vitálišovce
Ju7bdNS7Wbu,land,other,"okres Martin",Valča,Valča
JuFbQAoDlAy,land,NULL,"okres Tvrdošín",Habovka,Habovka
JutmSdgoB8o,land,flat,"okres Martin",Martin,Tomčany
Ju-TgYUkwq0,land,"gently sloped","okres Kysucké Nové Mesto",Snežnica,Snežnica
JuzpdzmMNmY,land,flat,"okres Martin",Valča,Valča
JuR5ionId5V,land,flat,"okres Martin",Blatnica,Blatnica
JuSojlAQh6I,land,NULL,"okres Čadca",Skalité,Skalité
JuJs7LAy2Ca,land,"gently sloped","okres Čadca",Klokočov,Klokočov
JunsxT9D57Y,land,flat,"okres Čadca",Svrčinovec,Svrčinovec
JuyhzX_H2M6,land,NULL,"okres Čadca",Skalité,Skalité
JuFDWrhfI93,land,NULL,"okres Bytča","Veľké Rovné","Veľké Rovné"
JuRGpe_vleW,land,NULL,"okres Ružomberok",Bešeňová,Bešeňová
JuOtIHsfVL7r,land,flat,"okres Martin",Ratkovo,Ratkovo
JuIk-JMXLCM,land,NULL,"okres Žilina",Višňové,Višňové
JutkRgdiYBy,land,flat,"okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica"
Ju2owwvd0Ks,land,NULL,"okres Námestovo","Oravská Lesná","Oravská Lesná"
JuCvtDrSDpm,land,"gently sloped","okres Žilina",Brezany,Brezany
Ju120_vTrodT,land,NULL,"okres Žilina",Hôrky,Hôrky
Juf2tcjNcp8,land,flat,"okres Liptovský Mikuláš",Gôtovany,Gôtovany
Juvljk31CAz,land,"gently sloped","okres Dolný Kubín",Žaškov,Žaškov
JuzXf_udfUb,land,NULL,"okres Bytča",Bytča,Pšurnovice
JuTnhisKw2A,land,sloped,"okres Čadca",Makov,Makov
JuOs44Ibx4E,land,flat,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
JuArm-RO0qx,land,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
JuNwfzXAT-U,land,flat,"okres Martin",Príbovce,Príbovce
JuI1xGqBjgz,land,NULL,"okres Martin",Turany,Turany
Jue9eL-lcIx,land,NULL,"okres Čadca",Raková,Raková
JuaLB21Fxl_,land,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Ju2-GQn0P3G,land,flat,"okres Martin",Martin,Priekopa
JuIBgVzzEhH,land,flat,"okres Čadca",Raková,Raková
JuCe3m72ocp,land,flat,"okres Martin","Turčianska Štiavnička","Turčianska Štiavnička"
Julifs4IZ1R,land,"gently sloped","okres Martin",Martin,Stráne
JuIesZUseBj,land,NULL,"okres Žilina",Zbyňov,Zbyňov
JuPr2yDWLko,land,NULL,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom"
JuX4O4UZ7BH_,land,flat,"okres Ružomberok",Ivachnová,Ivachnová
JutBiDVPJVF,land,"mostly flat","okres Žilina",Višňové,Višňové
Juo5DPi-NX1,land,NULL,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
Juvu6M7-uvD,land,"gently sloped","okres Žilina",Žilina,Budatín
JuePvBO4qUqh,land,other,"okres Žilina",Žilina,Brodno
JuPJNYaejL9,land,"gently sloped","okres Čadca",Čadca,"U Hluška"
JuqAOfMLMS5,land,flat,"okres Ružomberok",Likavka,Likavka
JusxvqCVQpI,land,sloped,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JuvLnr4RMW3,land,NULL,"okres Martin",Sučany,Sučany
JuoQejBMBhm,land,NULL,"okres Martin",Martin,Priekopa
JuOx6alhDY_,land,"gently sloped","okres Bytča",Štiavnik,Štiavnik
JuIwevgorag,land,flat,"okres Martin",Sučany,Sučany
JuTkoqi-k1y,land,NULL,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JuJ_jH0Ka-F,land,flat,"okres Turčianske Teplice",Dubové,Dubové
JuiAYjSrynL,land,NULL,"okres Žilina",Terchová,Terchová
JuQX408bw8H,land,flat,"okres Dolný Kubín",Žaškov,Žaškov
Ju3teAVBtOxF,land,NULL,"okres Liptovský Mikuláš",Beňadiková,Beňadiková
JurgCKxDYu4,land,NULL,"okres Žilina",Svederník,Svederník
JufImX742Ut,land,"gently sloped","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
JuLYYDsAsCoc,land,other,"okres Námestovo","Oravská Jasenica","Oravská Jasenica"
JuCdelRdGA1,land,"gently sloped","okres Martin",Vrútky,"Karvaša a Bláhovca"
Ju6jOmyHOzk,land,NULL,"okres Žilina",Krasňany,Krasňany
JuLQGD34QeZ,land,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
JuJ9RlquSBH,land,"mostly flat","okres Dolný Kubín","Dolný Kubín",Mokraď
JuiHO4ziDsX,land,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
JuWsp-GzHhf,land,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy
JunNzT26gJt,land,flat,"okres Žilina",Kunerad,Kunerad
JuqRYP4Ii_m,land,"gently sloped","okres Martin",Necpaly,Necpaly
JureB0xysPE,land,flat,"okres Martin",Necpaly,Necpaly
JueabChri5n,land,NULL,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka"
JuO_g9A6a9wi,land,"gently sloped","okres Martin",Záborie,Záborie
Ju4ExXlTo3S,land,"mostly flat","okres Martin",Necpaly,Necpaly
Ju5eolzpNXf,land,NULL,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
Juovk415JFh,land,"gently sloped","okres Žilina",Žilina,Rosinky
Ju6amfxFDHs,land,sloped,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JuPvieB5wD8,land,flat,"okres Žilina",Mojš,Mojš
JuE953fYUaJ,land,NULL,"okres Martin",Lipovec,Lipovec
JuUwHBfeaJH,land,flat,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov"
JulnuV6b4dq,land,flat,"okres Martin",Dražkovce,Dražkovce
Julb8CQS_U3,land,flat,"okres Turčianske Teplice",Sklené,Sklené
JuSuQFG8xu1,land,flat,"okres Čadca",Makov,Makov
JuwNYa-6iOH,land,NULL,"okres Žilina",Bitarová,Bitarová
JuUlwzFbYFD,land,NULL,"okres Dolný Kubín",Kraľovany,Kraľovany
JuJOjhQbYoo,land,flat,"okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal"
JuRzGNU0BD2,land,NULL,"okres Turčianske Teplice","Turčianske Teplice",Stred
Juk20aBZ0Ls,land,flat,"okres Čadca",Raková,Raková
Ju00kypR_p_,land,flat,"okres Žilina",Rajec,Rajec
JuEWO1OepoK,land,flat,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
JutWL9k4SH-,land,flat,"okres Dolný Kubín","Dolný Kubín","Malý Bysterec"
JuwL0eI__3n8,land,"gently sloped","okres Kysucké Nové Mesto",Rudina,Rudina
Ju7PRPwxRRPQ,land,NULL,"okres Žilina",Podhorie,Podhorie
Ju7VNOVgGEX,land,flat,"okres Martin",Sučany,Sučany
JuzcT2nMl5E,land,"gently sloped","okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov"
JutEPw1J-xD,land,NULL,"okres Žilina",Žilina,Zádubnie
JubLSsddj46,land,flat,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuMUzvKUv9i,land,NULL,"okres Martin",Martin,Záturčie
Ju2dDwgittj,land,flat,"okres Žilina",Stránske,Stránske
JuYCEnwkjLX,land,sloped,"okres Bytča",Súľov-Hradná,Súľov-Hradná
JulcGjr0HkD,land,flat,"okres Martin",Lipovec,Lipovec
JuVP0HZPxQP,land,NULL,"okres Čadca",Oščadnica,Oščadnica
JuDxiaz2nPZ,land,"gently sloped","okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna"
JuV3Yr0Tkt7,land,sloped,"okres Žilina",Terchová,Terchová
Ju3lYLQgij-,land,flat,"okres Čadca",Čadca,Rieka
Ju7o2vN-Kj5,land,"gently sloped","okres Žilina",Žilina,Trnové
JuYtpUq3Ljt,land,"gently sloped","okres Martin",Necpaly,Necpaly
JuLF3n8V0u0,land,flat,"okres Turčianske Teplice","Slovenské Pravno","Slovenské Pravno"
Jua-87P0brZ,land,"gently sloped","okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna"
Judikv0pXVX,land,"gently sloped","okres Kysucké Nové Mesto",Snežnica,Snežnica
JuQE6iaf57k,land,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko
JuZenYjsJ5j,land,"gently sloped","okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
JunoJZqtPKv,land,"gently sloped","okres Bytča",Kotešová,Kotešová
JuFDHnuYFxT,land,flat,"okres Martin",Martin,Sever
JuCZD2XgLKU,land,flat,"okres Čadca","Krásno nad Kysucou",Kalinov
JuB4oTBd8tj,land,NULL,"okres Žilina","Dolný Hričov","Dolný Hričov"
Ju6v5X2xr8N,land,flat,"okres Žilina",Turie,Turie
JumpjkKxSdz,land,sloped,"okres Dolný Kubín",Zázrivá,Zázrivá
JuQ7vhVLfEg,land,"gently sloped","okres Námestovo",Námestovo,NULL
JuvOhFg_IIq,land,flat,"okres Martin","Turčiansky Peter","Turčiansky Peter"
JubkW3740OB,land,flat,"okres Bytča",Kotešová,Kotešová
Ju8TvPJCfAu,land,"mostly flat","okres Žilina",Terchová,Terchová
Jue0k_6k3BC,land,"gently sloped","okres Martin",Podhradie,Podhradie
Juy9B79A4J4,land,NULL,"okres Turčianske Teplice",Jazernica,Jazernica
Jufbp419kLn,land,NULL,"okres Liptovský Mikuláš","Uhorská Ves","Uhorská Ves"
JuoM1a2vfjr,land,flat,"okres Čadca",Čadca,Kyčerka
JuCX6DjrhAx,land,"mostly flat","okres Liptovský Mikuláš",Kvačany,Kvačany
Ju3m-dUNJYI,land,"gently sloped","okres Liptovský Mikuláš","Liptovské Beharovce","Liptovské Beharovce"
JuaWAXYq8CN,land,sloped,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov"
JuAOp73hEtJ,land,NULL,"okres Turčianske Teplice",Bodorová,Bodorová
Juml9ZbpWBM,land,other,"okres Žilina",Rosina,Rosina
JuoqzBB_9Ic,land,"gently sloped","okres Dolný Kubín",Párnica,Párnica
JuLeQIMuEoJ,land,NULL,"okres Turčianske Teplice",Mošovce,Mošovce
JuvLJIIUOfY,land,NULL,"okres Liptovský Mikuláš",Lazisko,Lazisko
Ju3PLVbW63-,land,NULL,"okres Dolný Kubín",Veličná,Veličná
Jup1kPgQpEa,land,NULL,"okres Žilina",Lietava,Lietava
JuVYqJ0JX1k,land,NULL,"okres Žilina",Žilina,Budatín
JuOOdwBZpnq,land,sloped,"okres Dolný Kubín",Pribiš,Pribiš
JuFHiiWQjoz,land,"gently sloped","okres Žilina","Veľká Čierna","Veľká Čierna"
JuxCQhpzaPp,land,flat,"okres Martin",Trnovo,Trnovo
Ju2vqxn_y5h,land,"gently sloped","okres Čadca",Skalité,Skalité
JuVQc2LdTTG,land,NULL,"okres Martin",Sučany,Sučany
JuUUpLR6AWM,land,NULL,"okres Žilina","Dolná Tižina","Dolná Tižina"
Juod5b-P5x2,land,"gently sloped","okres Žilina",Žilina,Budatín
Julqx-OsWd4,land,sloped,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JuNDmq9QqWV,land,flat,"okres Liptovský Mikuláš",Východná,Východná
JuAW0SJGZe9,land,NULL,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka"
JuL1tbUXhpj,land,"gently sloped","okres Kysucké Nové Mesto",Lodno,Lodno
Ju55_tGfxfr,land,"gently sloped","okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice
Juv_OE5QhUq,land,sloped,"okres Žilina",Terchová,Terchová
Ju68Dykgvdc,land,"gently sloped","okres Žilina","Dolná Tižina","Dolná Tižina"
Ju8oY2HaCv1,land,NULL,"okres Martin",Martin,Jahodníky
JuRanZisa5Z,land,NULL,"okres Žilina",Marčk,Marčk
Juu_JI3IbCE,land,other,"okres Bytča",Bytča,"Bytča - sever"
Juz-5oPyoQW,land,NULL,"okres Žilina",Rosina,Rosina
Ju0UmYe9Px-,land,NULL,"okres Čadca",Staškov,Staškov
JuDwRiMatNB,land,flat,"okres Martin",Sklabiňa,Sklabiňa
JugG3vyzxv0,land,"gently sloped","okres Martin","Turčianska Štiavnička","Turčianska Štiavnička"
Ju5LTX3e1H6,land,NULL,"okres Čadca",Oščadnica,Oščadnica
JuMxwj9KkkZ,land,other,"okres Námestovo","Oravská Jasenica","Oravská Jasenica"
JuicyD7lpub,land,sloped,"okres Žilina",Žilina,Budatín
JubcbkupV-K,land,flat,"okres Bytča",Bytča,"Bytča - sever"
Ju4Q_gSlKhh,land,NULL,"okres Žilina",Kľače,Kľače
JuQ9QuExnST,land,NULL,"okres Martin",Martin,Záturčie
JuSwT_XLgPV,land,flat,"okres Ružomberok",Ružomberok,"Revúcka dolina"
JuD1-Yw-h6R,land,NULL,"okres Žilina","Dolná Tižina","Dolná Tižina"
JuDFS7ZcUKC,land,sloped,"okres Čadca",Makov,Makov
JugiMieeEs_,land,other,"okres Martin",Vrútky,"Dolné Vrútky"
JunYVarhNpk,land,NULL,"okres Žilina","Dolný Hričov","Dolný Hričov"
JuOBPA2nCGL,land,flat,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom"
JuwNxJhCDfg,land,flat,"okres Bytča",Bytča,"Hliník nad Váhom"
JuvQg4wxWiM,land,"gently sloped","okres Žilina",Bitarová,Bitarová
JuVBbGfUDf1,land,flat,"okres Ružomberok",Ivachnová,Ivachnová
JuOwj2nckB1,land,NULL,"okres Žilina",Rosina,Rosina
JulYy4ldFQa1,land,"gently sloped","okres Žilina",Bitarová,Bitarová
JuflONHQOiV,land,sloped,"okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín"
JuvkGcZpCKL,land,NULL,"okres Námestovo","Oravská Lesná","Oravská Lesná"
JutxQo51THJ,land,"gently sloped","okres Čadca",Raková,Raková
JuY_kixqoQW,land,flat,"okres Liptovský Mikuláš",Kvačany,Kvačany
JuafO7D1C5y,land,flat,"okres Liptovský Mikuláš",Jamník,Jamník
JuojulIxoMm,land,NULL,"okres Liptovský Mikuláš",Pribylina,Pribylina
Juk7ESYVk3r,land,flat,"okres Námestovo",Vasiľov,Vasiľov
JuDPVSkdjbb,land,flat,"okres Bytča",Kotešová,Kotešová
JuSMDjKsDMw,land,"gently sloped","okres Bytča","Veľké Rovné","Veľké Rovné"
JuK4j_sbxpH,land,"gently sloped","okres Žilina",Kľače,Kľače
JuDu2MlXcTn,land,NULL,"okres Martin",Ratkovo,Ratkovo
JuvZDfX9h0j,land,flat,"okres Čadca",Staškov,Staškov
JufxtZp_N5P,land,sloped,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba"
JuB8mFJnVT3,land,flat,"okres Martin",Príbovce,Príbovce
JuNyZWoxw0A,land,flat,"okres Martin","Turčiansky Peter","Turčiansky Peter"
Juu-qpDOYIv,land,flat,"okres Žilina",Mojš,Mojš
JuOPdmvhEwO,land,"gently sloped","okres Martin",Necpaly,Necpaly
JuJ2_wybbaK,land,"gently sloped","okres Žilina",Žilina,"Žilinská Lehota"
JueBhRnur92,land,"gently sloped","okres Čadca",Čadca,Podzávoz
JuvVzNYO2xk,land,flat,"okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany"
Ju_fVXnqYH3,land,flat,"okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou"
Ju-SZF8QBN4,land,"gently sloped","okres Čadca",Oščadnica,Oščadnica
JufBtLiGIPk,land,flat,"okres Kysucké Nové Mesto",Rudinská,Rudinská
JudMigoHhfK,land,flat,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JuWPMQs-4VM,land,"gently sloped","okres Martin",Lipovec,Lipovec
JuR6b65HC4k,land,flat,"okres Čadca",Skalité,Skalité
JuzOGUk6m--,land,NULL,"okres Martin",Šútovo,Šútovo
JuGRHQWEm6t,land,"gently sloped","okres Žilina",Divina,Divina
JuxeTnNf4SA,land,NULL,"okres Žilina",Žilina,Strážov
JuvbiaDUOpH,land,NULL,"okres Žilina",Žilina,Budatín
JusTHrdS9S-,land,"mostly flat","okres Čadca",Korňa,Korňa
JuZHBvu_y5k,land,flat,"okres Žilina","Lietavská Lúčka","Lietavská Lúčka"
JuFCukJYH3o,land,NULL,"okres Dolný Kubín","Dolný Kubín",Záskalie
JufaT9ciPca,land,flat,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JupbvvbWZFWc,land,flat,"okres Martin",Martin,Sever
JugYDWGaYrW,land,NULL,"okres Žilina","Dolný Hričov","Dolný Hričov"
JuTbm-HYgXk,land,flat,"okres Čadca",Čadca,NULL
JujaAjDinmCV,land,"gently sloped","okres Liptovský Mikuláš",Ižipovce,Ižipovce
JuwpErO1oQo,land,NULL,"okres Martin",Vrútky,"Karvaša a Bláhovca"
JuXyzVvMfD0,land,NULL,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
Jur2dnOd-h4,land,NULL,"okres Čadca",Čadca,Rieka
JuL88g5odPF,land,flat,"okres Čadca",Čadca,Rieka
Ju9K2ce3tAr,land,NULL,"okres Dolný Kubín",Osádka,Osádka
Ju-NDMj5LtQ,land,NULL,"okres Ružomberok",Štiavnička,Štiavnička
JuUM9axhhyU,land,NULL,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
JuAZ6fgfjuZ,land,"mostly flat","okres Čadca",Čierne,Čierne
JucTCCPlXaR,land,flat,"okres Martin",Martin,NULL
JuhoPxrS652,land,NULL,"okres Ružomberok",Hubová,Hubová
Juvwo3yus2z,land,NULL,"okres Žilina",Bitarová,Bitarová
Ju-MIVcElKG,land,NULL,"okres Žilina",Žilina,Budatín
Ju_1W8VjrZV,land,NULL,"okres Žilina",Bitarová,Bitarová
Ju4W-q9O29Z,land,"gently sloped","okres Bytča",Predmier,Predmier
Juw8Xkyweh9,land,NULL,"okres Žilina",Rosina,Rosina
JuQ6qmIjohw,land,NULL,"okres Námestovo",Námestovo,Čerchle
JuN4Ko5MTcJ,land,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
JusslN-MwRD,land,flat,"okres Čadca",Makov,Makov
JupMjKkwPeV,land,NULL,"okres Liptovský Mikuláš",Kvačany,Kvačany
JutcLxhDE3o,land,flat,"okres Žilina",Kunerad,Kunerad
JukIBS7GOVs,land,flat,"okres Martin",Martin,Priekopa
JuAgx4tBYzv,land,flat,"okres Čadca",Staškov,Staškov
JuDHH4NlCyqo,land,flat,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
Jujch7drC6q,land,sloped,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
JusCy__yyRZ,land,"gently sloped","okres Turčianske Teplice",Mošovce,Mošovce
JuW8aAxjxNx,land,NULL,"okres Liptovský Mikuláš",Prosiek,Prosiek
JutdkjPNxRS,land,flat,"okres Žilina",Rosina,Rosina
JuW_12z2Y4f,land,NULL,"okres Martin",Belá-Dulice,Belá-Dulice
Ju4g9YHwdlx,land,"gently sloped","okres Žilina",Zbyňov,Zbyňov
Ju4ms2VGYuHG,land,NULL,"okres Žilina",Terchová,Terchová
JuEpEk6fWjH,land,NULL,"okres Žilina","Dolný Hričov","Dolný Hričov"
JuxTRMglx-W,land,NULL,"okres Čadca",Raková,Raková
JuvJszhFBaP,land,flat,"okres Turčianske Teplice",Mošovce,Mošovce
JuixgWiuI-g,land,flat,"okres Martin",Príbovce,Príbovce
Judc1EdBcup,land,NULL,"okres Turčianske Teplice",Kaľamenová,Kaľamenová
JudYr0kY49Z,land,flat,"okres Martin",Blatnica,Blatnica
JuPbTvxxFti,land,NULL,"okres Žilina",Krasňany,Krasňany
JutjlsqdjlN,land,flat,"okres Martin",Diaková,Diaková
Ju3PrO2eSPN,land,"gently sloped","okres Čadca",Korňa,Korňa
Ju2NQev2SId,land,NULL,"okres Liptovský Mikuláš",Jakubovany,Jakubovany
JuxYYBPBmey,land,NULL,"okres Martin",Vrícko,Vrícko
JutnFvbh17V,land,flat,"okres Liptovský Mikuláš","Liptovský Peter","Liptovský Peter"
JutbpFV_5ly,land,flat,"okres Martin",Lipovec,Lipovec
JuscZOsY1gt,land,"gently sloped","okres Čadca",Staškov,Staškov
JuDU5D47va2,land,NULL,"okres Ružomberok",Komjatná,Komjatná
JuXhVixLVGG,land,"gently sloped","okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
JuLRr4cyAPf,land,flat,"okres Námestovo","Oravská Lesná","Oravská Lesná"
Ju9cyC56Bl4,land,"gently sloped","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
Ju7pU7Ouw32,land,other,"okres Čadca",Korňa,Korňa
Ju9SYtrH9Xk,land,flat,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
Ju9A78TekYt,land,"gently sloped","okres Bytča","Veľké Rovné","Veľké Rovné"
JuMK_ZB-5jG,land,"gently sloped","okres Martin",Valča,Valča
Jutfm6VQ_-o,land,NULL,"okres Žilina",Rosina,Rosina
JuZeBBGEyyq,land,"gently sloped","okres Martin",Vrútky,"Karvaša a Bláhovca"
JuYoMQAxiBt,land,flat,"okres Žilina","Kamenná Poruba","Kamenná Poruba"
JuzTBHETb5G,land,"gently sloped","okres Bytča",Kolárovice,Kolárovice
Ju_Srz9D_6-,land,"gently sloped","okres Turčianske Teplice",Čremošné,Čremošné
Ju7lkcp0j1X,land,NULL,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JuxrV_XvqkB,land,"gently sloped","okres Žilina",Ovčiarsko,Ovčiarsko
JuP8rlC8Xco,land,"mostly flat","okres Žilina",Žilina,Trnové
Ju9EWCUTpfs,land,flat,"okres Liptovský Mikuláš","Uhorská Ves","Uhorská Ves"
JuEl_5mhIIG,land,NULL,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
JuYP7ILQfhI,land,flat,"okres Žilina",Varín,Varín
JuGjSvB2SWb,land,"mostly flat","okres Žilina",Višňové,Višňové
JufDqWof_NN,land,"gently sloped","okres Čadca",Olešná,Olešná
Juv3W5C4xtN_,land,NULL,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JuYP_MCF9yI,land,"gently sloped","okres Čadca","Nová Bystrica","Nová Bystrica"
Ju2u6VZSsgd,land,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
Juvdw9xd7yr,land,"mostly flat","okres Žilina",Varín,Varín
JufFFiGUtxN,land,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Vitálišovce
JuWpmO3Yrkb,land,flat,"okres Martin",Sučany,Sučany
JuowzNUzni4,land,"gently sloped","okres Dolný Kubín",Veličná,Veličná
JuIGtLwLscT,land,"gently sloped","okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice
JuPzrcI9eBw,land,"gently sloped","okres Martin",Turany,Turany
Ju40F3aMhkE,land,"gently sloped","okres Ružomberok",Ružomberok,Baničné
Ju6ppfqXAjT,land,"gently sloped","okres Žilina","Rajecké Teplice","Rajecké Teplice"
Ju3Z449GlG4T,land,flat,"okres Ružomberok","Liptovská Osada","Liptovská Osada"
JurmiShq5P1,land,NULL,"okres Liptovský Mikuláš","Pavlova Ves","Pavlova Ves"
Ju4gSJihj6x,land,"gently sloped","okres Liptovský Mikuláš","Liptovská Kokava","Liptovská Kokava"
Ju059DbP17Y,land,flat,"okres Čadca","Krásno nad Kysucou",Kalinov
Ju5Yf4qkhg3,land,flat,"okres Martin",Martin,Jahodníky
Ju_yHqt6C9a,land,sloped,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
JuF30aynSVM,land,NULL,"okres Žilina","Dolný Hričov","Dolný Hričov"
JufsgjSWfFu,land,NULL,"okres Martin",Martin,Tomčany
Junb65_vEvr,land,sloped,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka"
JupHBupprCN,land,sloped,"okres Bytča","Veľké Rovné","Veľké Rovné"
JuiwnKuifVR,land,NULL,"okres Žilina",Svederník,Svederník
JuoouzvegJf,land,flat,"okres Žilina","Nezbudská Lúčka","Nezbudská Lúčka"
Ju8BkkuvGLX,land,"gently sloped","okres Žilina",Ovčiarsko,Ovčiarsko
Ju4xxL085OL,land,other,"okres Dolný Kubín",Zázrivá,Zázrivá
