offer_id,offer_type,property_type,area,condition,agency,office_city
Juv6SZd0pv9,sale,"3-room apartment",61,"fully renovated","Reality AK, spol. s r.o.",Martin
Ju01CyxoHbS,sale,"holiday apartment",47,"development project","KORSO Project, s.r.o.",Žilina
JuQxdKNuhGj,sale,"3-room apartment",85,"partially renovated","Piata Avenue",Žilina
JuMc4nt1NbY,sale,maisonette,119,"new construction","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuykyParod3,rent,"3-room apartment",70,"new construction","RENOME REAL",Žilina
Ju4N6fIAndO,sale,"3-room apartment",68,"new construction","TUreality s.r.o.",Žilina
JuiNHN3K-2n,sale,"2-room apartment",41,"fully renovated","SLNOVRAT, s.r.o.",Olešná
JucceUznreI,sale,"2-room apartment",54,"partially renovated","BEŇO REALITY","Liptovský Mikuláš"
JuzGrB3SDsa,rent,"studio apartment",25,"fully renovated","Felicita Real s. r. o.",Martin
JuCJs2os-i-x,sale,"1-room apartment",39,"new construction","Buby reality, s.r.o.",Žilina
Ju3z3M9TPDa,sale,"2-room apartment",52,"new construction","GAMA Reality, s.r.o.",Bytča
JuDxBcaveH8,sale,"3-room apartment",85,unrenovated,"Reality Center, s.r.o.",Martin
Ju_5trjiiyY,sale,"2-room apartment",49,"partially renovated","Piata Avenue",Žilina
Juo9yc6U_zm,sale,"3-room apartment",69,"partially renovated","BeMi realitná kancelária",Nitra
JueZYUzuLYA,sale,"1-room apartment",30,"fully renovated","OREA, s.r.o.","Dolný Kubín"
Juqo1hWp_Zj,sale,"3-room apartment",78,"partially renovated","TUreality s.r.o.",Žilina
Ju3pgjh4OY7,rent,"2-room apartment",43,"new construction","WFG reality, s.r.o.",Žilina
JueVCjlarhT,sale,"3-room apartment",77,unrenovated,"HD reality group s.r.o","Banská Bystrica"
JuX7LFsuKfI,sale,"2-room apartment",53,"partially renovated","ROSA reality","Kysucké Nové Mesto"
JuV0WpoDBe_,rent,"1-room apartment",37,"new construction",NULL,NULL
Ju2PTXS03nR,sale,"3-room apartment",73,"partially renovated","RIEŠIME BÝVANIE",Bratislava
Ju1Fw0u3Cah,sale,"3-room apartment",71,unrenovated,"Direct Real, spol. s r.o.",Bratislava
JuckFfec6yi,sale,"3-room apartment",86,"fully renovated","Reality Alpia",Martin
JuiYPO6c35-,sale,"4-room apartment",112,"partially renovated","Reality Center, s.r.o.",Martin
Jup8gJ48Fqt,sale,"2-room apartment",53,"new construction","KORSO Project, s.r.o.",Žilina
JuQ3YUuwUTb,rent,"4-room apartment",92,"new construction","RIEŠIME BÝVANIE",Bratislava
JutqtoD-x5N,rent,"2-room apartment",62,unrenovated,"Realitné kancelárie SR",Bratislava
Juu8kqRVDip,rent,"3-room apartment",61,"fully renovated","Direct Real, spol. s r.o.",Bratislava
Jub6sy4N9gp,sale,"2-room apartment",39,"under construction","TATRA CITY RESIDENCE s. r. o.",Zvolen
JuL2muHqM6p,rent,"3-room apartment",70,"fully renovated","PRIMA reality s.r.o.",Žilina
Ju28AQVsAqz,sale,"3-room apartment",NULL,"partially renovated","RECLOUD Reality a.s.",Bratislava
JuuVvHxxC-m,sale,"3-room apartment",66,"partially renovated","HALO reality, s.r.o.",Prievidza
JuzUlNr7U_e,rent,"3-room apartment",60,"partially renovated","Wealth Group, s.r.o.","Nová Dedinka"
Jumr_ISbK0Z,sale,"3-room apartment",75,"under construction","Reality Alpia",Martin
JuxXBGk_4Zo,sale,"1-room apartment",35,"partially renovated","Ing. Marcela Pišteková",Turzovka
JuZK9MB7o6G,rent,"4-room apartment",84,"fully renovated",NULL,NULL
JuSreilLACi,rent,"3-room apartment",62,"new construction","Realitná kancelária RED, s.r.o.",Žilina
JudTaFLI7V1,sale,"1-room apartment",30,"fully renovated","Reality AK, spol. s r.o.",Martin
JulUy_Gy-T7,sale,"1-room apartment",36,"fully renovated","XEMAR realitná spoločnosť s.r.o.","Banská Bystrica"
JuTgtQtwGXl,sale,"2-room apartment",60,"fully renovated","RE/MAX Slovakia",Bratislava
JuAoUEm3GbZ,sale,"3-room apartment",74,unrenovated,"ALT REAL, s.r.o.",Martin
JuZFiZ0fwgL,sale,"2-room apartment",54,"fully renovated","AstonReal s.r.o.","Banská Bystrica"
JuZLDF7L6J1,rent,"3-room apartment",90,"fully renovated","PRIMA reality s.r.o.",Žilina
JuH6sKr2JgO,sale,"holiday apartment",28,"new construction","MK-CORP s.r.o.",Malacky
Ju34-Gac91u,sale,"2-room apartment",49,"fully renovated","BEDES | Realitná kancelária",Prievidza
Ju7lDmg4T0n,sale,"holiday apartment",41,"new construction","KRUPPKY, s.r.o.","Liptovský Mikuláš"
JuR7qWw7H0C,sale,"3-room apartment",82,"fully renovated",NULL,NULL
JuKOidVb0W7,rent,"3-room apartment",80,unrenovated,"Reality Alpia",Martin
JuIDpA00OUN,rent,"2-room apartment",44,"new construction","ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO","Banská Bystrica"
Ju6FesX3XoQ,sale,"3-room apartment",65,unrenovated,"Realitná kancelária",Bratislava
JuTBls071FE,sale,"holiday apartment",19,"new construction","B10 Slovensko, a. s.",Žilina
JukANoj_iFm,sale,"1-room apartment",25,"fully renovated","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Juj0AUCC2FC,sale,"3-room apartment",55,"new construction","DLUGO reality",Poprad
JuEg-jxdD7t,rent,"3-room apartment",65,"new construction","ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO","Banská Bystrica"
JuBSH-C3TAe,rent,"2-room apartment",56,"new construction",NULL,NULL
Juh1ylk55iy,sale,"1-room apartment",28,"under construction","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JupjDJ9XYhE,sale,"holiday apartment",97,"fully renovated","REALITY SPOLU",Bratislava
JuDV2pnh02W,rent,"2-room apartment",58,"fully renovated","Realitná kancelária",Bratislava
JuN-Pnp6KBM,sale,"3-room apartment",65,unrenovated,"Safe reality s. r. o.",Žilina
JuPcc0iMceY,sale,"holiday apartment",39,"new construction","ARCHEUS Partners a.s.",Bratislava
JudyIRiA8kq,sale,"holiday apartment",52,"new construction",ZEIRA,Bratislava
JuUZC8aojHf,sale,"4-room apartment",163,"new construction","Arvin & Benet",Bratislava
JuMZVzeIVRp,sale,"holiday apartment",35,"fully renovated",NULL,NULL
Ju892FRo72v,sale,"4-room apartment",61,"fully renovated",NULL,NULL
JuODe5tlbwG,sale,"4-room apartment",98,"partially renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuBpZ_BskLa,rent,"2-room apartment",51,"new construction",NULL,NULL
JulQn0N46Be,sale,"2-room apartment",49,"development project","ATP stavby s.r.o.","Teplička nad Váhom"
JuFuOGe_LXE,rent,"3-room apartment",60,"fully renovated",NULL,NULL
Ju1BpgSKaaX,sale,"2-room apartment",63,"partially renovated","MGM reality",Žilina
JuVTyDRO6Fo,sale,"4-room apartment",80,"fully renovated",NULL,NULL
JuKXwzVXskc,rent,"4-room apartment",162,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
JueuOSIj-04,sale,"3-room apartment",74,"partially renovated","Realitná kancelária",Bratislava
JutPVr1bWDy,sale,"3-room apartment",67,"partially renovated","OVERENÉ REALITY","Banská Bystrica"
JuuAb4gfi_M,sale,"holiday apartment",45,"partially renovated",NULL,NULL
Ju90gNOpUS1,sale,"3-room apartment",102,"under construction","CANGURU s.r.o.","Rajecké Teplice"
JuaoWKxAUyW,rent,"3-room apartment",65,"fully renovated","WFG reality, s.r.o.",Žilina
Ju1vHkMA9-i,sale,"3-room apartment",92,"new construction","RE/MAX Slovakia",Bratislava
Ju-a60L4yJH,sale,"2-room apartment",52,"new construction","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuWACwgZ0JW,sale,"3-room apartment",84,"partially renovated","Reality Alpia",Martin
JuhldTbf0YC,sale,"3-room apartment",65,"under construction","Constario REALTY s.r.o.",Žilina
Ju-zlCEP8xA,sale,"holiday apartment",46,"new construction","Nové bývanie",Nitra
JuyMZex0bdp,sale,"2-room apartment",56,"new construction","Renovo Reality",Žilina
Jux3XqE2ppP,sale,"holiday apartment",43,"new construction","XEMAR realitná spoločnosť s.r.o.","Banská Bystrica"
Juwu97tpKpb,rent,"2-room apartment",68,"fully renovated","MAX PROFI REALITY",Martin
JuCx6JHdbha,sale,"2-room apartment",65,"new construction","Reinoo a.s.",Žilina
JuNAef2PSXl,rent,"4-room apartment",83,"fully renovated",NULL,NULL
Jul4B6HJsMz,sale,"holiday apartment",34,"new construction","MK-CORP s.r.o.",Malacky
JuITiNm8gMP,sale,"2-room apartment",64,"new construction",NULL,NULL
JuZyhdrORR4,sale,"2-room apartment",70,"under construction","CANGURU s.r.o.","Rajecké Teplice"
JunvsP3a8hf,rent,"holiday apartment",NULL,"fully renovated",liptoreal,"Liptovský Mikuláš"
Jun_e5pu1kO,sale,"3-room apartment",85,"new construction","Reinoo a.s.",Žilina
JuD2CR5HuKc,sale,"1-room apartment",45,"fully renovated","A-Byt Consult, s.r.o.",Ružomberok
Ju4j49rCz8N,sale,"3-room apartment",92,"partially renovated",NULL,NULL
Ju5mXWZ29s_,sale,"2-room apartment",54,"fully renovated","Reality Alpia",Martin
Jurvv0ZHBuR,sale,"1-room apartment",NULL,"new construction","PSynchro RK32",Žilina
JuAxXn7nLOP,sale,"2-room apartment",181,"new construction","ŽILINAREAL, s.r.o.",Žilina
JuHpUtcCNg-,sale,"3-room apartment",73,"new construction","Financie a reality od A po Z",Martin
JuQIDFd_kHU,sale,"holiday apartment",48,"development project","KORSO Project, s.r.o.",Žilina
JudmgOWhHLZ1,sale,"2-room apartment",61,"fully renovated","SLNOVRAT, s.r.o.",Olešná
Ju0hF7AM_5h,sale,"3-room apartment",65,"partially renovated",NULL,NULL
JuEeA2GuHj3,sale,"3-room apartment",97,"partially renovated","A-Byt Consult, s.r.o.",Ružomberok
JuDDQHUehhw,sale,"1-room apartment",52,"partially renovated","TARGETreal s. r. o.",Žilina
Ju0xJVhINu5,sale,"2-room apartment",55,"partially renovated","1. Reality Rent, s.r.o.",Žilina
JuTiMVE781u,sale,"3-room apartment",75,"partially renovated","AstonReal s.r.o.","Banská Bystrica"
JuV9QF4vC1L,sale,"3-room apartment",69,"partially renovated","Reality AK, spol. s r.o.",Martin
JumNtvscU-s,sale,"holiday apartment",43,"new construction","CreeX Reality s.r.o.",Trnava
JuSTl0QkI_h,sale,"holiday apartment",68,"partially renovated","NajBývanie, s.r.o.",Ružomberok
JuJZPVcldrZ,sale,"4-room apartment",103,"new construction","HMS Services, a. s.",Žilina
JuSSppam0PC,sale,"1-room apartment",34,"new construction","TATRA CITY RESIDENCE s. r. o.",Zvolen
JucYBy-FPZ5,sale,"2-room apartment",62,"new construction","Reinoo a.s.",Žilina
JuuJ1uhMrN8,rent,"2-room apartment",64,"fully renovated","BeMi realitná kancelária",Nitra
JuTc88Wux9w,sale,"2-room apartment",56,"fully renovated","GARANT REALITY",Ružomberok
Ju-cD3Eglt7,sale,"2-room apartment",48,"under construction","REALITY TATRY",Levoča
JuTbC9RkGly,rent,"4-room apartment",162,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
JuKzHgnrtuZ,rent,"2-room apartment",65,"new construction","Realitné kancelárie SR",Bratislava
Jua8nBfq4pP,sale,"4-room apartment",91,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
JupAkSKIIBk,rent,"4-room apartment",88,"partially renovated","Reality Alpia",Martin
JuYUZodjDKp,sale,house,91,"under construction","BAU holding - rodinné domy, s. r. o.",Bratislava
Ju5Yoj_C-t-,sale,"2-room apartment",56,"new construction",NULL,NULL
Ju0FWK0oDmX,sale,"1-room apartment",36,"under construction","Reality Alpia",Martin
JucrRlUBTDv,sale,"3-room apartment",75,"fully renovated","SLNOVRAT, s.r.o.",Olešná
JunvOdNMl-j,rent,"2-room apartment",50,"fully renovated","Reality MT s.r.o.",Martin
JuXll0okDmg,sale,"2-room apartment",52,"new construction","Realitná kancelária RED, s.r.o.",Žilina
Ju5MSxaC_U4,rent,"studio apartment",26,"partially renovated","KUBALA REALITY, s.r.o.",Čadca
Ju0sE49cmdc,rent,"3-room apartment",65,"fully renovated",liptoreal,"Liptovský Mikuláš"
Ju8oShU9enl,sale,"4-room apartment",84,"partially renovated","HALO reality, s.r.o.",Prievidza
JuOobPaFHGD,sale,"2-room apartment",47,"new construction","JKV REAL",Prievidza
Ju9wHsIIJEO,rent,"4-room apartment",100,"fully renovated","Realitné kancelárie SR",Bratislava
Ju6hdfe5kDA,sale,"holiday apartment",51,"under construction","Tatry mountain resorts, a.s.","Liptovský Mikuláš"
JukheJ1B1aD,sale,"2-room apartment",76,"new construction","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuXvJNkXrX-,sale,"holiday apartment",44,"new construction","Reality Now",Bratislava
JuARmayf-nL,sale,"2-room apartment",62,"partially renovated","Reality Alpia",Martin
JueWH91Qt062,sale,"holiday apartment",32,"new construction","DOMUM realitná spoločnosť s. r. o.","Nové Mesto nad Váhom"
JuaBQ-omPcs,sale,"studio apartment",25,unrenovated,"Realitná kancelária",Bratislava
JuKfjwtr3uv,sale,"3-room apartment",43,"fully renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuBgCxlwRO1,sale,"3-room apartment",78,unrenovated,"Pro Real, s. r. o. realitná kancelária",Žilina
JupJ5OCoIez,rent,"2-room apartment",50,"partially renovated",NULL,NULL
Juq8SVDOmLX,sale,"2-room apartment",48,"partially renovated",NULL,NULL
JuqvAhg9dB7,rent,"3-room apartment",60,"fully renovated","KUBALA REALITY, s.r.o.",Čadca
JudvlSKcuB3,rent,"2-room apartment",50,"partially renovated","Realitná kancelária DR, s.r.o.",Martin
Ju71Or7iIz1,rent,"2-room apartment",65,unrenovated,"Realitné kancelárie SR",Bratislava
Ju8f4W9RYX2,sale,"holiday apartment",41,"new construction","Tatra Invest",Podtureň
JupbJt5OZmn,rent,"3-room apartment",75,"partially renovated",NULL,NULL
JuUrbdc3pDN,sale,"2-room apartment",69,"new construction","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju-XczSJwZk,rent,"3-room apartment",74,"fully renovated","Fortio Popper s.r.o.",Bytča
JucfuBBHTMn,sale,"1-room apartment",36,"fully renovated","KA Real","Banská Bystrica"
JuoQ5zgqUF8,rent,"3-room apartment",90,"fully renovated","STAREA, s. r. o.",Žilina
JuDyAq3LxaR,sale,"2-room apartment",56,unrenovated,"Realitná kancelária RED, s.r.o.",Žilina
JuPoZE57z5D,sale,"4-room apartment",123,"fully renovated","RK4 REALITY",Bratislava
JuQ010q_mPp,sale,"studio apartment",25,"fully renovated","House Real Žilina",Žilina
Ju6NM6rUyuq,rent,"1-room apartment",55,"partially renovated","BEŇO REALITY","Liptovský Mikuláš"
Ju2W2fwASSP,sale,"3-room apartment",87,"new construction","TUreality s.r.o.",Žilina
Jun4cFPr-JJ,sale,"2-room apartment",52,"new construction","R2 SK, s.r.o.",Žilina
JuU41-eIe2m,sale,"4-room apartment",77,"under construction","Istrofinal, s. r. o.",Žilina
JuC7FB5n3i0,sale,"1-room apartment",32,"new construction","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuYWEki50At,rent,"studio apartment",14,"new construction","1. Reality Rent, s.r.o.",Žilina
Julagh5blsT,rent,"2-room apartment",85,"fully renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuL2CqQ6bTm,sale,"2-room apartment",55,"partially renovated","BeMi realitná kancelária",Nitra
JuaDMLn46eO,rent,"2-room apartment",54,"fully renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JudWcaYczoj,sale,"studio apartment",25,unrenovated,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuTaGlgOIm6,sale,"4-room apartment",120,"new construction","Occam New Home",Bratislava
JuzwzT16anT,rent,"4-room apartment",92,"new construction","Realitná kancelária RED, s.r.o.",Žilina
JuF5BDGmyHN,sale,"2-room apartment",69,"under construction","CANGURU s.r.o.","Rajecké Teplice"
Ju-q6Oh2szF,sale,"3-room apartment",60,"new construction","Realitná kancelária DOM",Žilina
Ju4T4al4Vz1,sale,"2-room apartment",70,"under construction","CANGURU s.r.o.","Rajecké Teplice"
JuU5AQijDSV,sale,"2-room apartment",44,"new construction",G-REAL,"Liptovský Mikuláš"
JuMBGx19jQm,sale,"2-room apartment",55,"fully renovated","RE/MAX Slovakia",Bratislava
JuK1t12r-oH,rent,"2-room apartment",55,"fully renovated","TUreality s.r.o.",Žilina
JuhxKlECA3G,sale,"4-room apartment",86,"under construction","ODEKO manažment s.r.o.",Žilina
Ju9BdsvYTHj,sale,"4-room apartment",100,"development project","Teraz, a.s.",Žilina
Ju6Co8ebtz8,sale,"4-room apartment",131,"new construction","B10 Slovensko, a. s.",Žilina
Ju7WBBedEh6,rent,"3-room apartment",102,"new construction",NULL,NULL
Ju0fvkzNIT_,sale,"3-room apartment",212,"partially renovated","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Ju4lV1--VGV,sale,"3-room apartment",93,"fully renovated","Realitka pre každého",Žilina
JuFVUTYq75r,rent,"2-room apartment",53,"fully renovated","OREA, s.r.o.","Dolný Kubín"
JuktUK0BQQK,rent,"2-room apartment",67,"new construction",NULL,NULL
JuuN3hIqf_p,sale,"2-room apartment",61,unrenovated,"OVERENÉ REALITY","Banská Bystrica"
Jug3tmEab8dn,sale,"3-room apartment",65,"fully renovated","TUreality s.r.o.",Žilina
Ju0wXtJ_miO,sale,"3-room apartment",82,"new construction","Prvá Realitná Kancelária, s.r.o.",Bratislava
JuGN2-1NoX2,sale,"2-room apartment",52,"new construction","Reinoo a.s.",Žilina
JuSqYMaXIJ4,rent,"3-room apartment",52,"partially renovated","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Ju_mj9AejcW,sale,"3-room apartment",82,"partially renovated","RECLOUD Reality a.s.",Bratislava
Jul4sW3x805,sale,"other apartment type",172,unrenovated,"WFG reality, s.r.o.",Žilina
Juty1iBq1Em,rent,"3-room apartment",70,"fully renovated","ŽILINAREAL, s.r.o.",Žilina
Ju-1tp0yEDG,sale,"3-room apartment",72,"partially renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuDeBuW3pN0,sale,"3-room apartment",74,"new construction","Buby reality, s.r.o.",Žilina
JuDjC6lbUrb,sale,"2-room apartment",54,"development project","ODEKO manažment s.r.o.",Žilina
JukiyEnJ5hw,sale,"4-room apartment",115,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
Ju35wiOj2hS,sale,"3-room apartment",88,"new construction","Reinoo a.s.",Žilina
JuIYGEaJFQ7,sale,"2-room apartment",42,"new construction",G-REAL,"Liptovský Mikuláš"
Ju4n_bUHLJ9,rent,"2-room apartment",65,unrenovated,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuDt4JSbLor,rent,"2-room apartment",55,"fully renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuK5fZIIPNG,sale,"3-room apartment",80,unrenovated,NULL,NULL
Jui1mJgPtv9,rent,"3-room apartment",80,"fully renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuFG7fBeyGR,sale,"3-room apartment",69,"fully renovated","B10 Slovensko, a. s.",Žilina
JuKfm2wXtCP,sale,"2-room apartment",41,"new construction","B10 Slovensko, a. s.",Žilina
JufWdbgp6A3,sale,"3-room apartment",102,"new construction","TARGETreal s. r. o.",Žilina
Jud1TyzIUXK,rent,"2-room apartment",65,"new construction","Loviu, s.r.o.","Liptovský Mikuláš"
Ju5fikmM7T5,sale,"3-room apartment",75,"fully renovated","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuewVCwJvGy,rent,"holiday apartment",NULL,"fully renovated","MK CAR, s.r.o.",Bitarová
JuGV5aus1Gq,sale,"3-room apartment",72,unrenovated,"WFG reality, s.r.o.",Žilina
JuTVD1EJqzO,sale,"2-room apartment",44,"under construction","BENCONT DEVELOPMENT, a.s.",Bratislava
JuH7sCfx0Xw,sale,"2-room apartment",53,"fully renovated","SLNOVRAT, s.r.o.",Olešná
Jux9NoUYkfu,sale,"3-room apartment",89,"development project","ODEKO manažment s.r.o.",Žilina
JuEE_KosY1x,sale,"2-room apartment",86,"new construction","Realitné kancelárie SR",Bratislava
JuYp1Zctty0,sale,"2-room apartment",56,"partially renovated","Reality Alpia",Martin
JuoZ1J6Es1y,rent,"2-room apartment",50,"fully renovated","bezmaklérov, s.r.o.",Žilina
JuWQ2JltmXN,rent,"3-room apartment",78,"new construction","WFG reality, s.r.o.",Žilina
Juwpt8fo8iw,sale,"3-room apartment",64,unrenovated,"KARIN & PARTNERS, s.r.o.",Bratislava
Ju4MMsyYZ5L,rent,"studio apartment",25,"fully renovated","DRR INVEST, s. r. o.","Horný Hričov"
JuzbyOpl5Xf,rent,"3-room apartment",84,"fully renovated","Fortio Popper s.r.o.",Bytča
JuFU83JdcqO,rent,"3-room apartment",66,"partially renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
Jut7vhqlQ5I,sale,"2-room apartment",57,unrenovated,"Like Reality s.r.o.","Považská Bystrica"
JubDyUATEXA,sale,"4-room apartment",85,"partially renovated","Reality D.P.A.",Martin
JuqdVslmKGx,sale,"2-room apartment",55,"under construction","Realitné kancelárie SR",Bratislava
JucGgWWz-uF,rent,"1-room apartment",42,unrenovated,"Realitné kancelárie SR",Bratislava
JueR5kVH0gB,rent,"2-room apartment",56,"new construction",NULL,NULL
